obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_date,k_time,k_bid_vol,k_ask_vol,uc_trans

1558,0.02435,0.02418,11387.92323373,6071.88403569,0.024291,0.024342,2016-06-03,20:17:39,92.939,71.735,42955705

1559,0.02435,0.02417,11461.74923373,6064.59312455,0.024291,0.024341,2016-06-03,20:17:48,92.939,42.479,42955705

1560,0.02435,0.02417,11461.74923373,6115.32341737,0.024291,0.024331,2016-06-03,20:17:58,92.939,71.946,42955705

1561,0.02435,0.02417,11461.74923373,5899.55019642,0.024291,0.02433,2016-06-03,20:18:07,92.939,42.479,42955705

1562,0.02434,0.02417,11461.74923373,6066.18393142,0.024291,0.024325,2016-06-03,20:18:15,92.939,71.651,42955705

1563,0.02433,0.02417,11461.74923373,6080.90086408,0.024291,0.024325,2016-06-03,20:18:24,92.939,71.651,42955705

1564,0.02433,0.02417,11461.74923373,6073.74984729,0.024291,0.024325,2016-06-03,20:18:32,71.551,71.651,42955705

1565,0.02433,0.02417,11406.20323373,5881.24954279,0.024286,0.024324,2016-06-03,20:18:40,71.954,42.44,42955705

1566,0.02433,0.02417,11406.20323373,6034.54220572,0.024285,0.024319,2016-06-03,20:18:48,22.112,71.875,42955705

1567,0.02433,0.02417,11405.70323373,6074.35611429,0.024285,0.024319,2016-06-03,20:18:56,22.112,71.875,42955705

1568,0.02433,0.02419,10388.52219341,6075.92262522,0.024253,0.024318,2016-06-03,20:19:04,1.42,42.44,42955705

1569,0.02433,0.0242,10381.45195794,5881.65547177,0.024253,0.024313,2016-06-03,20:19:13,23.546,71.544,42955705

1570,0.02433,0.02417,11316.41019464,5881.0921485,0.024259,0.024313,2016-06-03,20:19:22,30.941,71.544,42955705

1571,0.02433,0.02417,11316.41019464,6073.9507273,0.024265,0.024302,2016-06-03,20:19:31,37.087,71.738,42955705

1572,0.02433,0.02417,11316.41019464,6076.47524572,0.024271,0.024302,2016-06-03,20:19:40,1.42,71.738,42955705

1573,0.02433,0.02417,11316.41019464,5974.68722518,0.024273,0.024302,2016-06-03,20:19:48,1.42,71.738,42955705

1574,0.02433,0.02417,11316.41019464,6083.72245101,0.024276,0.024302,2016-06-03,20:19:57,1.42,71.738,42955705

1575,0.02433,0.02417,11316.41019464,5881.18577136,0.024246,0.024302,2016-06-03,20:20:05,1.42,71.738,42955705

1576,0.02433,0.02416,11497.12906554,6083.05669666,0.024245,0.024302,2016-06-03,20:20:13,29.525,71.738,42955705

1577,0.02437,0.02416,11497.12906554,6222.02642959,0.02425,0.024302,2016-06-03,20:20:22,71.578,71.738,42955705

1578,0.02432,0.02416,11482.21462149,5864.34099051,0.02426,0.024302,2016-06-03,20:20:30,71.835,71.738,42955705

1579,0.02432,0.02416,11482.71462149,6083.39336638,0.02427,0.024302,2016-06-03,20:20:38,71.946,71.738,42955705

1580,0.02432,0.02416,11482.71462149,6076.02124758,0.024216,0.024301,2016-06-03,20:20:46,2.075,42.44,42955705

1581,0.02432,0.02416,11482.71462149,5986.93262823,0.024219,0.024296,2016-06-03,20:20:54,2.075,72.14,42955705

1582,0.02432,0.02416,11481.0257149,5905.68530247,0.024223,0.024296,2016-06-03,20:21:03,71.753,72.14,42955705

1583,0.02432,0.02416,11481.0257149,6078.02154282,0.024224,0.024296,2016-06-03,20:21:11,2.075,72.14,42955705

1584,0.02432,0.02416,11481.0257149,6078.12154282,0.024234,0.024296,2016-06-03,20:21:19,71.598,72.14,42955705

1585,0.02432,0.02416,11481.0257149,6078.12154282,0.024235,0.024296,2016-06-03,20:21:27,31.222,72.14,42955705

1586,0.02432,0.02416,11481.0257149,6076.02154282,0.02424,0.024295,2016-06-03,20:21:36,71.684,42.44,42955705

1587,0.02431,0.02416,11481.0257149,6068.02154282,0.024216,0.02429,2016-06-03,20:21:44,2.075,71.593,42955705

1588,0.02431,0.02416,11481.0257149,5890.63508282,0.024242,0.02429,2016-06-03,20:21:53,2.075,71.593,42955705

1589,0.02431,0.02416,11481.0257149,6091.29727896,0.024247,0.02429,2016-06-03,20:22:01,2.075,71.593,42955705

1590,0.02431,0.02416,11481.1811929,6091.86470629,0.02426,0.024289,2016-06-03,20:22:10,22.076,42.44,42955705

1591,0.02431,0.02416,11481.1811929,6075.63310077,0.02426,0.024289,2016-06-03,20:22:18,22.076,42.44,42955705

1592,0.0243,0.02416,11481.1811929,5891.66211077,0.02426,0.024289,2016-06-03,20:22:26,22.076,42.44,42955705

1593,0.0243,0.02416,11481.1811929,6042.9547737,0.024221,0.024284,2016-06-03,20:22:35,2.075,72.022,42955705

1594,0.0243,0.02416,11481.15788109,6084.52068957,0.024259,0.024289,2016-06-03,20:22:43,21.956,42.44,42955705

1595,0.0243,0.02416,11452.84912826,5994.56277054,0.024259,0.024304,2016-06-03,20:22:51,21.956,72.064,42955705

1596,0.0243,0.02416,11453.63538937,5975.10933199,0.024259,0.024303,2016-06-03,20:22:59,93.772,42.49,42955705

1597,0.0243,0.02416,11452.63538938,5933.10933199,0.024259,0.024298,2016-06-03,20:23:09,93.772,71.542,42955705

1598,0.0243,0.02416,11453.63538937,5975.10933199,0.024259,0.024297,2016-06-03,20:23:17,21.956,42.49,42955705

1599,0.0243,0.02416,11453.63538937,5982.48145079,0.024216,0.024292,2016-06-03,20:23:24,24.155,71.755,42955705

1600,0.0243,0.02416,11453.63538937,5982.48145079,0.024222,0.024292,2016-06-03,20:23:33,2.075,71.755,42955705

1601,0.0243,0.02416,11453.63538937,5975.10933199,0.024222,0.024291,2016-06-03,20:23:41,23.507,42.49,42955705

1602,0.0243,0.02416,11453.63538937,5982.91553492,0.024233,0.024286,2016-06-03,20:23:50,2.075,71.594,42955705

1603,0.0243,0.02416,11452.63538938,5975.10933199,0.024243,0.024286,2016-06-03,20:23:58,71.921,71.594,42955705

1604,0.0243,0.02416,11453.63538937,5975.10933199,0.024244,0.024286,2016-06-03,20:24:07,2.075,71.594,42955705

1605,0.0243,0.02417,11455.29069999,5940.48145079,0.024253,0.024286,2016-06-03,20:24:15,72.185,71.594,42955705

1606,0.0243,0.02416,11453.63538937,5974.67524786,0.024221,0.024286,2016-06-03,20:24:24,23.507,71.594,42955705

1607,0.0243,0.02416,11453.63538937,5974.67524786,0.024227,0.024286,2016-06-03,20:24:32,2.075,71.594,42955705

1608,0.0243,0.02416,11453.63538937,5789.62287199,0.024227,0.024286,2016-06-03,20:24:41,23.518,71.594,42955705

1609,0.0243,0.02416,11453.63538937,5982.91553492,0.024238,0.024286,2016-06-03,20:24:49,2.075,71.594,42955705

1610,0.0243,0.02416,11453.63538937,5982.48145079,0.024216,0.024286,2016-06-03,20:24:58,2.075,71.594,42955705

1611,0.0243,0.02416,11453.63538937,5975.10933199,0.024216,0.024286,2016-06-03,20:25:06,2.075,71.594,42955705

1612,0.0243,0.02416,11453.63538937,5975.10933199,0.024216,0.024286,2016-06-03,20:25:14,23.52,71.594,42955705

1613,0.0243,0.02416,11453.63538937,5982.48145079,0.024227,0.024286,2016-06-03,20:25:24,2.075,71.594,42955705

1614,0.0243,0.02416,11453.63538937,5974.67524786,0.024227,0.024286,2016-06-03,20:25:32,2.075,71.594,42955705

1615,0.0243,0.02416,11453.63538937,5942.67524786,0.024227,0.024286,2016-06-03,20:25:40,2.075,71.594,42955705

1616,0.0243,0.02416,11453.63538937,5974.67524786,0.024221,0.024286,2016-06-03,20:25:48,72.216,71.594,42955705

1617,0.0243,0.02416,11453.63538937,5965.10933199,0.024222,0.024286,2016-06-03,20:25:56,2.075,71.594,42955705

1618,0.0243,0.02416,11453.63538937,5974.57434786,0.024222,0.024286,2016-06-03,20:26:04,2.075,71.594,42955705

1619,0.0243,0.02416,11851.85249397,5984.12532695,0.024222,0.024286,2016-06-03,20:26:12,2.378,71.594,42955705

1620,0.0243,0.02416,11851.85249397,5984.12532695,0.024222,0.024307,2016-06-03,20:26:21,2.378,133.16,42955705

1621,0.0243,0.02416,11851.85249397,5974.55941108,0.024222,0.024297,2016-06-03,20:26:29,2.378,71.998,42955705

1622,0.0243,0.02416,11851.85249397,5984.12532695,0.024222,0.024297,2016-06-03,20:26:38,2.378,71.998,42955705

1623,0.0243,0.02416,11851.85249397,5991.93152988,0.024222,0.024291,2016-06-03,20:26:46,2.378,71.915,42955705

1624,0.02426,0.02416,11857.85249397,5984.12532695,0.024222,0.02429,2016-06-03,20:27:02,2.378,42.49,42955705

1625,0.02426,0.02416,11857.85249397,5991.83062988,0.024222,0.02428,2016-06-03,20:27:10,2.378,12,42955705

1626,0.02426,0.02416,11857.85249397,5984.12532695,0.024222,0.024275,2016-06-03,20:27:18,2.378,72.069,42955705

1627,0.02426,0.02416,11857.85249397,5797.07295108,0.024222,0.024275,2016-06-03,20:27:26,2.378,72.069,42955705

1628,0.02426,0.02416,11857.85249397,5959.93152988,0.024222,0.024274,2016-06-03,20:27:34,2.378,42.49,42955705

1629,0.02426,0.02416,11857.85249397,5991.93152988,0.024222,0.024269,2016-06-03,20:27:42,2.378,71.878,42955705

1630,0.02426,0.02416,11857.85249397,5799.07295108,0.024222,0.024269,2016-06-03,20:27:54,2.378,71.878,42955705

1631,0.02426,0.02416,11857.85249397,5991.93152988,0.024222,0.024269,2016-06-03,20:28:02,2.378,71.878,42955705

1632,0.02426,0.02416,11857.85249397,5991.93152988,0.024222,0.024268,2016-06-03,20:28:11,2.378,42.49,42955705

1633,0.02426,0.02416,11857.85249397,5992.03761252,0.024222,0.024258,2016-06-03,20:28:19,23.832,71.588,42955705

1634,0.02425,0.02416,11857.85249397,5799.07295108,0.024233,0.024258,2016-06-03,20:28:27,2.378,71.588,42955705

1635,0.02425,0.02416,11857.85249397,5804.87915401,0.024221,0.024258,2016-06-03,20:28:35,23.832,71.588,42955705

1636,0.02425,0.02416,11857.85249397,5797.07295108,0.024227,0.024257,2016-06-03,20:28:42,2.378,42.49,42955705

1637,0.02425,0.02416,11851.85249397,5991.83062988,0.024216,0.024252,2016-06-03,20:28:50,2.378,71.694,42955705

1638,0.02425,0.02416,11857.85249397,5991.83062988,0.024226,0.024252,2016-06-03,20:28:59,72.03,71.694,42955705

1639,0.02425,0.02416,11857.85249397,5991.83062988,0.024227,0.024252,2016-06-03,20:29:07,2.378,71.694,42955705

1640,0.02425,0.02416,11857.85249397,5991.93152988,0.024216,0.024252,2016-06-03,20:29:15,23.841,71.694,42955705

1641,0.02425,0.02416,11857.85249397,5991.93152988,0.024222,0.024252,2016-06-03,20:29:23,2.378,71.694,42955705

1642,0.02425,0.02416,11857.85249397,5984.55941108,0.024222,0.024252,2016-06-03,20:29:31,2.378,71.694,42955705

1643,0.02425,0.02416,11857.85249397,5984.55941108,0.024222,0.024252,2016-06-03,20:29:39,2.378,71.694,42955705

1644,0.02425,0.02416,11857.85249397,5991.93152988,0.024223,0.024252,2016-06-03,20:29:47,2.378,71.694,42955705

1645,0.02425,0.02416,11857.85249397,5991.93152988,0.024222,0.024252,2016-06-03,20:29:56,2.502,71.694,42955705

1646,0.02425,0.02416,11898.9099701,5742.11921256,0.024132,0.024176,2016-06-03,20:30:07,83.045,174.71,42955705

1647,0.02425,0.02416,11898.9099701,5979.67779136,0.024132,0.024176,2016-06-03,20:30:15,83.045,174.71,42955705

1648,0.02425,0.02416,11895.05390455,5978.16232136,0.024112,0.024132,2016-06-03,20:30:23,164.897,60.406,42955705

1649,0.02423,0.02416,11902.72614352,5983.11975045,0.024101,0.02414,2016-06-03,20:30:31,262.806,112.14,42955705

1650,0.02423,0.02416,11902.72614352,5983.55383458,0.024102,0.02414,2016-06-03,20:30:39,0.5,112.14,42955705

1651,0.02423,0.02416,11902.72614352,5982.94819546,0.024102,0.024176,2016-06-03,20:30:48,6.628,174.71,42955705

1652,0.02423,0.02416,11902.72614352,5982.51411133,0.024102,0.024176,2016-06-03,20:30:56,28.141,174.71,42955705

1653,0.02423,0.02416,11902.72614352,5795.46173546,0.024102,0.024176,2016-06-03,20:31:04,28.141,174.71,42955705

1654,0.02423,0.02416,11901.72614353,5975.14199253,0.024102,0.024176,2016-06-03,20:31:14,28.141,174.71,42955705

1655,0.02423,0.02416,11902.72614352,5976.32946104,0.024102,0.024176,2016-06-03,20:31:22,6.628,174.71,42955705

1656,0.02423,0.02416,11902.63474321,5982.94819546,0.024102,0.024176,2016-06-03,20:31:30,6.628,174.71,42955705

1657,0.02423,0.02416,11902.63474321,5975.14199253,0.024102,0.024176,2016-06-03,20:31:38,6.628,174.71,42955705

1658,0.02423,0.02416,11902.5795074,5796.5615977,0.024102,0.024176,2016-06-03,20:31:46,6.628,174.71,42955705

1659,0.02424,0.02416,11902.5795074,6064.90666397,0.024102,0.024176,2016-06-03,20:31:54,6.628,174.71,42955705

1660,0.02424,0.02416,11902.5795074,5991.49514978,0.024102,0.024171,2016-06-03,20:32:03,6.628,72.392,42955705

1661,0.02424,0.02416,11902.5795074,5983.78984685,0.024106,0.024171,2016-06-03,20:32:11,72.657,70.11,42955705

1662,0.02426,0.02416,11902.5795074,5998.70834236,0.024112,0.024171,2016-06-03,20:32:19,21.522,70.11,42955705

1663,0.02425,0.02416,11902.5795074,5991.49514978,0.024118,0.024171,2016-06-03,20:32:27,56.04,70.11,42955705

1664,0.02425,0.02416,11902.48825975,5991.49514978,0.024124,0.024171,2016-06-03,20:32:36,56.026,69.179,42955705

1665,0.02425,0.02416,11902.48825975,5796.73747098,0.02413,0.024171,2016-06-03,20:32:44,56.012,69.179,42955705

1666,0.02425,0.02416,11938.92824333,6093.90420779,0.024169,0.024171,2016-06-03,20:32:53,21.511,68.429,42955705

1667,0.02425,0.02416,11834.75042706,6101.60951072,0.024169,0.024171,2016-06-03,20:33:03,21.511,67.429,42955705

1668,0.02425,0.02416,11939.01949098,6093.90420779,0.024169,0.024171,2016-06-03,20:33:11,21.511,67.429,42955705

1669,0.02423,0.02416,11939.01949098,6101.71041072,0.024169,0.024171,2016-06-03,20:33:19,21.511,67.429,42955705

1670,0.02424,0.02416,11939.01949098,6101.71041072,0.024169,0.024171,2016-06-03,20:33:27,21.511,67.429,42955705

1671,0.02423,0.02404,11936.70839757,6101.71041072,0.024143,0.024169,2016-06-03,20:33:36,55.982,0.01,42955705

1672,0.02424,0.02404,11936.70839757,6023.2782311,0.024143,0.024175,2016-06-03,20:33:44,55.982,159.5,42955705

1673,0.02421,0.02404,11936.70839757,6093.90420779,0.024102,0.02417,2016-06-03,20:33:53,56.077,72.041,42955705

1674,0.02421,0.02403,11929.49211976,6047.72757227,0.024093,0.024101,2016-06-03,20:34:02,48.566,175.871,42955705

1675,0.02419,0.02403,11678.68492156,6040.02226934,0.024101,0.02417,2016-06-03,20:34:12,351.945,72.041,42955705

1676,0.02421,0.02403,11678.89217655,6083.74088347,0.024102,0.02417,2016-06-03,20:34:20,56.077,72.041,42955705

1677,0.0242,0.02403,11678.89217655,6093.0625564,0.024103,0.02417,2016-06-03,20:34:28,351.945,72.041,42955705

1678,0.0242,0.02403,11678.89217655,6092.62847227,0.024104,0.02417,2016-06-03,20:34:36,56.073,72.041,42955705

1679,0.0242,0.02403,11678.89217655,6092.52757227,0.024106,0.02417,2016-06-03,20:34:44,56.068,72.041,42955705

1680,0.0242,0.02403,11678.89217655,6084.82226934,0.024108,0.02417,2016-06-03,20:34:53,56.064,72.041,42955705

1681,0.0242,0.02403,11673.91617655,5905.5760964,0.024109,0.02417,2016-06-03,20:35:01,185.92,72.041,42955705

1682,0.0242,0.02403,11966.37952388,6097.01803171,0.024109,0.02417,2016-06-03,20:35:10,185.92,72.041,42955705

1683,0.02417,0.02403,11676.8887625,6097.01803171,0.02411,0.02417,2016-06-03,20:35:18,56.059,72.041,42955705

1684,0.02417,0.02403,11675.03734834,5902.76509203,0.02411,0.02417,2016-06-03,20:35:26,56.059,72.041,42955705

1685,0.02416,0.02403,11676.8887625,6128.05285083,0.024111,0.024164,2016-06-03,20:35:35,304.628,72.346,42955705

1686,0.02416,0.02403,11673.48666905,6128.13244005,0.024113,0.024164,2016-06-03,20:35:43,304.628,72.346,42955705

1687,0.02416,0.02403,11832.8080168,6018.3166833,0.024114,0.024139,2016-06-03,20:35:51,55.818,152.9,42955705

1688,0.02416,0.02403,11511.22495717,6056.06878233,0.024115,0.024158,2016-06-03,20:35:59,360.675,72.499,42955705

1689,0.02414,0.02403,11508.78601674,6044.77483233,0.024049,0.024137,2016-06-03,20:36:08,150.512,152.9,42955705

1690,0.02414,0.02403,11755.97318917,5901.6542882,0.02405,0.024128,2016-06-03,20:36:17,5.692,62.848,42955705

1691,0.02413,0.02403,11684.38701674,6095.53933753,0.024052,0.024128,2016-06-03,20:36:25,244.934,62.848,42955705

1692,0.02413,0.02403,11684.82931704,6016.34163253,0.024053,0.024127,2016-06-03,20:36:33,160.818,34.861,42955705

1693,0.02413,0.02403,11675.35484185,5778.78395373,0.024053,0.024117,2016-06-03,20:36:41,160.818,72.216,42955705

1694,0.02412,0.02403,11675.05631704,6097.06570132,0.024053,0.024117,2016-06-03,20:36:49,160.818,72.216,42955705

1695,0.02412,0.02403,11675.05631704,6096.76709713,0.024052,0.024111,2016-06-03,20:36:57,350.977,72.316,42955705

1696,0.02412,0.02403,11980.17005918,5996.90165157,0.023956,0.024067,2016-06-03,20:37:06,142.338,180.62,42955705

1697,0.02412,0.02403,10739.39103265,5840.84055862,0.024067,0.024104,2016-06-03,20:37:14,130.108,130.109,42955705

1698,0.02412,0.02403,11752.0978492,6055.78129785,0.024068,0.024103,2016-06-03,20:37:22,56.157,11.829,42955705

1699,0.02412,0.02403,11534.77592777,6003.56889515,0.0241,0.024135,2016-06-03,20:37:30,0.001,11.43,42955705

1700,0.02412,0.02403,10685.50769107,6093.53779193,0.024068,0.02413,2016-06-03,20:37:38,56.157,72.506,42955705

1701,0.02411,0.02403,11621.08740296,5874.42237315,0.0241,0.024129,2016-06-03,20:37:47,0.001,146.069,42955705

1702,0.02411,0.02403,11621.08740296,6056.48095195,0.024105,0.024118,2016-06-03,20:37:55,6.071,2.44,42955705

1703,0.02411,0.02403,11706.93406218,6068.88144776,0.024085,0.024102,2016-06-03,20:38:07,168.403,818.989,42955705

1704,0.02411,0.02403,11601.33040296,6015.59336315,0.024072,0.024101,2016-06-03,20:38:15,72.544,19.043,42955705

1705,0.0241,0.02403,11601.33040296,6047.09116195,0.02393,0.0241,2016-06-03,20:38:24,117.627,1000,42955705

1706,0.0241,0.02403,11535.1881353,6075.87118426,0.023932,0.024095,2016-06-03,20:38:32,75.93,72.613,42955705

1707,0.0241,0.02403,11602.2408439,5878.81880839,0.023938,0.024095,2016-06-03,20:38:40,52.54,72.613,42955705

1708,0.0241,0.02403,11602.2234023,6075.87118426,0.023945,0.024095,2016-06-03,20:38:49,1.676,72.613,42955705

1709,0.0241,0.02403,11465.93876554,6075.87118426,0.023955,0.024095,2016-06-03,20:38:57,22.04,72.613,42955705

1710,0.0241,0.02403,11493.75538316,5883.01260546,0.023966,0.024095,2016-06-03,20:39:06,72.549,72.613,42955705

1711,0.0241,0.02403,11471.75970381,6075.87118426,0.023966,0.024095,2016-06-03,20:39:14,72.549,72.613,42955705

1712,0.0241,0.02403,11621.56142927,6033.35355745,0.023945,0.024094,2016-06-03,20:39:22,37.693,44.106,42955705

1713,0.0241,0.02403,10687.49409626,6070.34735452,0.023967,0.024089,2016-06-03,20:39:30,5.366,72.793,42955705

1714,0.0241,0.02403,10727.86728399,6038.40896416,0.023899,0.0239,2016-06-03,20:39:38,153.84,890.311,42955705

1715,0.02409,0.02403,10688.85186396,5946.72652088,0.023898,0.0239,2016-06-03,20:39:46,166.368,351.144,42955705

1716,0.02404,0.02403,11402.1043986,6050.54483504,0.023899,0.0239,2016-06-03,20:39:55,162.951,14.767,42955705

1717,0.02404,0.02403,11587.73865377,5999.92981087,0.023859,0.0239,2016-06-03,20:40:03,140.738,14.767,42955705

1718,0.02404,0.0238,11544.80861755,6046.00406534,0.023861,0.0239,2016-06-03,20:40:11,149.446,14.767,42955705

1719,0.02404,0.02385,11523.6187739,5990.98830925,0.023864,0.023979,2016-06-03,20:40:20,4.27,95.992,42955705

1720,0.02403,0.02386,11522.4438518,6039.47639386,0.023866,0.023974,2016-06-03,20:40:28,4.27,72.89,42955705

1721,0.02402,0.02386,11522.4438518,6012.46556159,0.023869,0.023974,2016-06-03,20:40:36,7.598,72.89,42955705

1722,0.02402,0.02386,11522.4438518,5833.50489723,0.02387,0.023974,2016-06-03,20:40:44,4.27,72.89,42955705

1723,0.02402,0.02386,11522.4438518,5986.69666016,0.023873,0.023974,2016-06-03,20:40:52,7.598,72.89,42955705

1724,0.02403,0.02387,11417.06948822,6019.5869574,0.023876,0.023974,2016-06-03,20:41:03,4.27,72.89,42955705

1725,0.02403,0.02388,10586.9282068,6030.90838707,0.023878,0.023974,2016-06-03,20:41:12,4.27,72.89,42955705

1726,0.02403,0.02388,11523.3064435,6022.80357995,0.023882,0.023974,2016-06-03,20:41:20,3.88,72.89,42955705

1727,0.02403,0.02388,11522.68770745,5835.61572414,0.023897,0.023974,2016-06-03,20:41:28,151.28,71.89,42955705

1728,0.02403,0.02385,11522.68770745,6157.50357995,0.023886,0.023974,2016-06-03,20:41:37,3.88,71.89,42955705

1729,0.02403,0.02385,11523.05007489,6206.17778288,0.023888,0.023974,2016-06-03,20:41:47,4.66,71.89,42955705

1730,0.02403,0.02385,11416.67948822,6206.17778288,0.023898,0.023974,2016-06-03,20:41:56,167.68,71.89,42955705

1731,0.02403,0.02385,11416.67948822,6206.17778288,0.023891,0.023974,2016-06-03,20:42:06,7.598,71.89,42955705

1732,0.02403,0.02385,11416.67948822,6206.17778288,0.023891,0.023974,2016-06-03,20:42:14,7.598,71.39,42955705

1733,0.02403,0.02385,11416.67948822,6164.17778288,0.023891,0.023968,2016-06-03,20:42:22,7.598,72.793,42955705

1734,0.02402,0.02386,11348.96621085,6021.99448396,0.023891,0.023968,2016-06-03,20:42:31,7.598,72.793,42955705

1735,0.02402,0.02386,11522.2029739,5834.80662815,0.023891,0.023968,2016-06-03,20:42:38,7.598,72.793,42955705

1736,0.02402,0.02386,11348.96621085,6030.5000513,0.02396,0.023968,2016-06-03,20:42:47,0.225,72.793,42955705

1737,0.02402,0.02386,11522.0538518,6099.71536536,0.023891,0.0239,2016-06-03,20:42:55,7.598,79.776,42955705

1738,0.02402,0.02386,11522.0538518,5942.51750955,0.023834,0.023897,2016-06-03,20:43:04,180.349,23.081,42955705

1739,0.02402,0.02386,11412.47629488,5981.22074389,0.023861,0.0239,2016-06-03,20:43:13,12.648,79.776,42955705

1740,0.02401,0.02386,11522.85234806,6101.16220389,0.023861,0.023895,2016-06-03,20:43:21,12.648,72.762,42955705

1741,0.02401,0.02386,11522.85234806,5879.29576515,0.023864,0.023895,2016-06-03,20:43:29,5.05,72.762,42955705

1742,0.02401,0.02386,11522.85234806,6093.46100096,0.023837,0.023895,2016-06-03,20:43:39,156.731,71.472,42955705

1743,0.02401,0.02386,11522.85234806,6051.75960515,0.023839,0.023895,2016-06-03,20:43:47,172.724,69.639,42955705

1744,0.02401,0.02386,11348.96621085,5888.93529737,0.02384,0.023895,2016-06-03,20:43:56,151.88,69.639,42955705

1745,0.02401,0.02386,11525.7339256,5906.87294174,0.023839,0.023895,2016-06-03,20:44:04,1.01,69.639,42955705

1746,0.02401,0.02386,11525.23392561,6094.35940174,0.023839,0.023895,2016-06-03,20:44:12,1.01,69.639,42955705

1747,0.02401,0.02386,11525.7549256,6086.35229881,0.023887,0.023895,2016-06-03,20:44:21,0.226,69.639,42955705

1748,0.024,0.02386,11352.1442531,6062.17382069,0.023887,0.023895,2016-06-03,20:44:29,0.226,69.639,42955705

1749,0.024,0.02386,11526.10517213,5874.88826069,0.023887,0.023895,2016-06-03,20:44:38,0.338,68.026,42955705

1750,0.024,0.02386,11525.7549256,6107.62443813,0.02383,0.023895,2016-06-03,20:44:46,3.27,68.026,42955705

1751,0.02399,0.02386,11352.1442531,6113.68836254,0.023831,0.023895,2016-06-03,20:44:54,140.028,68.026,42955705

1752,0.02399,0.02384,11523.32676433,6036.12779079,0.023831,0.023895,2016-06-03,20:45:03,140.028,68.026,42955705

1753,0.02399,0.02384,10589.46588857,6102.77640805,0.023828,0.023895,2016-06-03,20:45:11,1.161,68.026,42955705

1754,0.02399,0.02384,10589.46588857,6102.77640805,0.023832,0.023895,2016-06-03,20:45:20,3.794,68.026,42955705

1755,0.02399,0.02384,10589.46588857,6102.77640805,0.023832,0.023895,2016-06-03,20:45:28,3.794,3782.026,42955705

1756,0.02396,0.02384,10589.46588857,5861.30295072,0.023832,0.023895,2016-06-03,20:45:37,3.794,3782.026,42955705

1757,0.02396,0.02384,10589.46588857,6056.39471365,0.02381,0.023895,2016-06-03,20:45:45,151.62,3782.026,42955705

1758,0.02396,0.0238,10910.23873766,6056.39471365,0.023811,0.023895,2016-06-03,20:45:53,1.161,3781.297,42955705

1759,0.02397,0.02382,10767.69662344,6019.21909435,0.023814,0.023895,2016-06-03,20:46:01,165.794,3781.297,42955705

1760,0.02397,0.02382,10592.83962344,5832.78106755,0.023887,0.023895,2016-06-03,20:46:10,0.226,3781.297,42955705

1761,0.02396,0.02382,10588.67937511,6054.55103444,0.023887,0.023895,2016-06-03,20:46:18,0.226,3781.297,42955705

1762,0.02395,0.02382,11521.63957357,6057.29677306,0.023887,0.023895,2016-06-03,20:46:26,0.338,3781.297,42955705

1763,0.02395,0.02381,11521.68430459,6020.55026297,0.023887,0.023895,2016-06-03,20:46:34,0.338,3781.297,42955705

1764,0.02395,0.02381,11522.70430459,5834.11223617,0.023887,0.023895,2016-06-03,20:46:42,0.394,3781.297,42955705

1765,0.02395,0.02381,11523.20430459,6028.2564659,0.023887,0.023895,2016-06-03,20:46:51,0.394,3781.297,42955705

1766,0.02395,0.02383,10620.25475339,6032.28582525,0.023887,0.023895,2016-06-03,20:46:59,0.394,3781.297,42955705

1767,0.02395,0.02383,10618.16475339,6024.47962232,0.023887,0.023895,2016-06-03,20:47:07,0.394,3771.397,42955705

1768,0.02395,0.02383,11526.60952733,6032.28582525,0.023887,0.023895,2016-06-03,20:47:16,0.394,3771.397,42955705

1769,0.02395,0.02381,11420.64966615,6024.57962232,0.023887,0.023895,2016-06-03,20:47:25,0.394,57.397,42955705

1770,0.02395,0.02383,10621.30748342,6069.07962232,0.023887,0.023895,2016-06-03,20:47:33,0.394,57.397,42955705

1771,0.02395,0.02384,11494.04487135,6076.78492525,0.023662,0.023895,2016-06-03,20:47:41,175.568,57.397,42955705

1772,0.02395,0.02384,11352.23345277,5951.01066002,0.023715,0.023894,2016-06-03,20:47:50,150.867,152.16,42955705

1773,0.02395,0.02384,11526.04487135,6014.02833296,0.023721,0.023891,2016-06-03,20:47:59,525.172,180.21,42955705

1774,0.02395,0.02382,11430.7526239,5835.88410323,0.02375,0.023881,2016-06-03,20:48:06,157.41,73.11,42955705

1775,0.02395,0.02381,11493.91667819,6000.20893647,0.023754,0.023881,2016-06-03,20:48:14,33.745,73.11,42955705

1776,0.02399,0.02382,11419.3226239,6098.81803647,0.023761,0.023881,2016-06-03,20:48:23,528.903,73.11,42955705

1777,0.02397,0.02383,11521.78248509,6064.26989112,0.023763,0.023881,2016-06-03,20:48:31,166.86,73.11,42955705

