obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_date,k_time,k_bid_vol,k_ask_vol,uc_trans

413,0.02395,0.02371,12141.71673237,6023.33708268,0.023711,0.023803,2016-06-03,17:39:21,48.768,76.44,42955705

414,0.02395,0.02371,12135.55385237,6023.33708268,0.023711,0.023803,2016-06-03,17:39:28,48.768,76.44,42955705

415,0.02393,0.02371,12135.55385237,5891.62013061,0.023711,0.023803,2016-06-03,17:39:37,48.768,76.44,42955705

416,0.02393,0.02371,12135.55385237,5867.49089321,0.023711,0.023803,2016-06-03,17:39:46,48.768,76.44,42955705

417,0.02391,0.02371,11948.86438474,5894.49847422,0.023724,0.023803,2016-06-03,17:39:54,179.15,76.44,42955705

418,0.02392,0.02372,12135.06582474,5894.15909614,0.023725,0.023803,2016-06-03,17:40:02,48.768,76.44,42955705

419,0.02392,0.02372,12135.06582474,5884.15909614,0.023725,0.023803,2016-06-03,17:40:10,48.768,76.44,42955705

420,0.02392,0.02372,12135.03506034,5869.15909614,0.02375,0.023803,2016-06-03,17:40:18,50,76.44,42955705

421,0.02392,0.02371,11948.91791253,5879.84472273,0.02375,0.023803,2016-06-03,17:40:26,29.862,76.44,42955705

422,0.02392,0.02371,12135.55875731,5969.86124936,0.02375,0.023803,2016-06-03,17:40:35,29.862,76.44,42955705

423,0.02395,0.02371,11948.95131731,6045.51470395,0.02375,0.023803,2016-06-03,17:40:43,29.862,76.44,42955705

424,0.02395,0.02372,12100.7812985,6077.98775274,0.02375,0.023803,2016-06-03,17:40:51,29.862,76.44,42955705

425,0.02392,0.02371,11948.91747935,5953.44801981,0.02375,0.023803,2016-06-03,17:41:01,29.862,76.44,42955705

426,0.02395,0.02371,12134.95944935,5973.16176815,0.02375,0.023803,2016-06-03,17:41:09,29.862,76.44,42955705

427,0.02394,0.02371,12134.99052279,5980.35556522,0.02375,0.023803,2016-06-03,17:41:18,29.862,76.44,42955705

428,0.02394,0.02371,11948.94855279,7333.93563487,0.02375,0.023803,2016-06-03,17:41:27,29.862,76.44,42955705

429,0.02392,0.02372,12118.54475935,7186.38511904,0.02375,0.023803,2016-06-03,17:41:36,29.862,76.44,42955705

430,0.02392,0.02372,12118.54475935,7231.34484468,0.02375,0.023803,2016-06-03,17:41:44,29.862,76.44,42955705

431,0.02392,0.02372,12118.54475935,5884.60076815,0.02375,0.023803,2016-06-03,17:41:54,29.862,76.44,42955705

432,0.02392,0.02372,12118.54475935,5884.60076815,0.02375,0.023802,2016-06-03,17:42:03,27.757,41.463,42955705

433,0.02392,0.02372,12118.54475935,5884.60076815,0.02375,0.023794,2016-06-03,17:42:12,27.757,73.192,42955705

434,0.02391,0.02372,12118.54475935,5825.21076815,0.02375,0.023793,2016-06-03,17:42:20,27.757,41.463,42955705

435,0.02391,0.02372,12118.54475935,5948.63876815,0.02375,0.023787,2016-06-03,17:42:28,27.757,41.463,42955705

436,0.02391,0.02372,12118.54475935,7394.26529927,0.02375,0.023787,2016-06-03,17:42:37,77.757,63.258,42955705

437,0.02391,0.02372,12118.54475935,7394.26529927,0.02375,0.023787,2016-06-03,17:42:47,77.757,41.463,42955705

438,0.02391,0.02372,12118.54475935,7394.26529927,0.02375,0.023787,2016-06-03,17:42:56,77.757,41.463,42955705

439,0.02391,0.02372,12118.54475935,7394.26529927,0.02375,0.023787,2016-06-03,17:43:05,77.757,41.463,42955705

440,0.02391,0.02372,12118.52006896,7302.64214927,0.02375,0.023787,2016-06-03,17:43:14,77.757,58.66,42955705

441,0.02391,0.02371,12118.92487896,7292.65348097,0.02375,0.023787,2016-06-03,17:43:22,77.757,1.682,42955705

442,0.02391,0.02371,12118.92487896,7341.83584468,0.02375,0.023787,2016-06-03,17:43:31,77.757,3.785,42955705

443,0.02391,0.02371,12118.92487896,7341.83584468,0.02375,0.023787,2016-06-03,17:43:39,77.757,3.785,42955705

444,0.02391,0.02371,12118.92487896,7341.83584468,0.02375,0.023787,2016-06-03,17:43:49,77.757,12.113,42955705

445,0.02391,0.02371,12118.92487896,7238.27484468,0.02375,0.023787,2016-06-03,17:43:57,77.757,12.113,42955705

446,0.02391,0.02371,12118.54964175,7245.44104761,0.02375,0.023787,2016-06-03,17:44:06,77.757,10.01,42955705

447,0.02391,0.02372,12118.54964175,7180.29789761,0.02375,0.023787,2016-06-03,17:44:14,77.757,9.169,42955705

448,0.02391,0.02372,12118.54964175,7299.1814954,0.02375,0.023787,2016-06-03,17:44:25,77.217,8.329,42955705

449,0.02391,0.02372,12118.54964175,7253.14104761,0.02375,0.023788,2016-06-03,17:44:33,77.217,73.235,42955705

