obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_time,k_bid_vol,k_ask_vol,uc_trans
83,0.0245,0.0244,6417.10966801,6309.42559336,0.024425,0.024485,2016-06-10 12:35:50,69.9,70.423,211000.0
84,0.0245,0.0244,6417.10966801,6309.325593359999,0.024425,0.024485,2016-06-10 12:35:59,90.916,70.423,211000.0
85,0.0245,0.0244,6417.10966801,6309.325593359999,0.024401,0.024485,2016-06-10 12:36:07,70.67,70.423,211000.0
86,0.0245,0.0244,6416.809668010001,6309.325593359999,0.024408,0.024485,2016-06-10 12:36:17,51.107,70.423,211000.0
87,0.0245,0.0244,6399.22907128,6298.998368879999,0.024419,0.024485,2016-06-10 12:36:25,70.476,66.404,211000.0
88,0.0245,0.0244,6399.22907128,6298.998368879999,0.024419,0.024485,2016-06-10 12:36:34,91.492,66.404,211000.0
89,0.0245,0.0244,6398.228350400001,6298.998368879999,0.024425,0.024529,2016-06-10 12:36:41,70.479,3.54,211000.0
90,0.0245,0.0244,6398.228350400001,6298.998368879999,0.024425,0.024529,2016-06-10 12:36:50,70.479,3.54,211000.0
91,0.0245,0.0244,6398.228350400001,6298.998368879999,0.02443,0.024529,2016-06-10 12:36:59,70.423,3.54,211000.0
92,0.0245,0.0244,6398.228350400001,6298.998368879999,0.02445,0.024529,2016-06-10 12:37:07,70.528,3.54,211000.0
93,0.0245,0.0244,6398.228350400001,6298.998368879999,0.02441,0.024529,2016-06-10 12:37:18,70.324,3.54,211000.0
94,0.0245,0.0244,6398.228350400001,6298.998368879999,0.024411,0.024529,2016-06-10 12:37:27,51.1,3.54,211000.0
95,0.0245,0.0244,6398.228350400001,6298.998368879999,0.024416,0.024529,2016-06-10 12:37:35,70.436,3.54,211000.0
96,0.0245,0.0244,6331.88792725,6297.573763269999,0.024422,0.024489,2016-06-10 12:37:45,70.132,170.83,211000.0
97,0.0245,0.0244,6398.28804725,6298.998368879999,0.024427,0.024489,2016-06-10 12:37:54,70.3,170.83,211000.0
98,0.0245,0.0244,6398.28804725,6300.046802079999,0.024401,0.024489,2016-06-10 12:38:05,70.267,170.83,211000.0
99,0.0245,0.0244,6398.28804725,6300.046802079999,0.024442,0.024489,2016-06-10 12:38:14,70.229,170.83,211000.0
100,0.0245,0.0244,6398.28804725,6300.046802079999,0.024413,0.024489,2016-06-10 12:38:24,70.313,170.83,211000.0
101,0.0245,0.0244,6398.28804725,6300.046802079999,0.024414,0.024489,2016-06-10 12:38:32,20.983,170.83,211000.0
102,0.0245,0.0244,6398.28804725,6300.046802079999,0.024432,0.024489,2016-06-10 12:38:42,70.618,170.83,211000.0
103,0.0245,0.0244,6391.7307640200015,6300.046802079999,0.024432,0.024489,2016-06-10 12:38:53,20.983,170.83,211000.0
104,0.0245,0.0244,6391.7307640200015,6301.60574955,0.024406,0.024489,2016-06-10 12:39:03,69.989,170.83,211000.0
105,0.0245,0.0244,6391.7307640200015,6300.046802079999,0.024412,0.024489,2016-06-10 12:39:13,70.671,146.356,211000.0
106,0.0245,0.0244,6391.7307640200015,6264.151802079999,0.024402,0.024489,2016-06-10 12:39:21,51.119,146.356,211000.0
107,0.0245,0.0244,6390.171816550001,6598.422368879998,0.024408,0.024529,2016-06-10 12:39:30,51.107,3.54,211000.0
108,0.0245,0.02433,6390.171816550001,6322.24680208,0.024418,0.024529,2016-06-10 12:39:38,70.05,3.54,211000.0
109,0.0245,0.02433,6389.050056540002,6321.19836888,0.024428,0.024486,2016-06-10 12:39:47,70.538,57.94,211000.0
110,0.0245,0.02434,6425.802240610001,6321.19836888,0.024433,0.024491,2016-06-10 12:39:55,70.198,170.83,211000.0
111,0.0245,0.02434,6425.802240610001,6321.19836888,0.024422,0.02449,2016-06-10 12:40:03,70.639,29.9,211000.0
112,0.0245,0.02434,6408.962240610001,6300.046802079999,0.024422,0.02449,2016-06-10 12:40:13,91.631,157.89,211000.0
113,0.0245,0.02434,6419.339562570001,6460.883368879999,0.024422,0.02449,2016-06-10 12:40:21,91.631,157.89,211000.0
114,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024422,0.02449,2016-06-10 12:40:31,91.631,157.89,211000.0
115,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024422,0.02449,2016-06-10 12:40:40,91.631,157.89,211000.0
116,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024422,0.02449,2016-06-10 12:40:49,91.631,157.89,211000.0
117,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024422,0.02449,2016-06-10 12:40:58,91.631,157.89,211000.0
118,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024422,0.02449,2016-06-10 12:41:07,91.631,157.89,211000.0
119,0.0245,0.02434,6419.339562570001,6449.688368879999,0.024428,0.024529,2016-06-10 12:41:24,70.302,167.999,211000.0
120,0.0245,0.02434,6528.70956257,6449.688368879999,0.024439,0.024524,2016-06-10 12:41:32,70.532,166.6,211000.0
121,0.0245,0.02434,6528.70956257,6449.688368879999,0.024446,0.024523,2016-06-10 12:41:40,51.027,162.418,211000.0
122,0.0245,0.02434,6528.70956257,6449.688368879999,0.024451,0.024522,2016-06-10 12:41:48,70.357,34.237,211000.0
123,0.0245,0.02434,6529.20956257,6449.688368879999,0.024457,0.024521,2016-06-10 12:41:57,70.65,142.871,211000.0
124,0.0245,0.02435,6529.20956257,6449.688368879999,0.024475,0.024521,2016-06-10 12:42:06,70.133,142.871,211000.0
125,0.0245,0.02435,6583.19956257,6449.688368879999,0.024481,0.024521,2016-06-10 12:42:14,70.437,142.871,211000.0
126,0.0245,0.02436,6565.710947020001,6449.688368879999,0.024401,0.024521,2016-06-10 12:42:22,70.671,142.871,211000.0
127,0.0245,0.02436,6565.710947020001,6449.688368879999,0.024483,0.02452,2016-06-10 12:42:31,50.95,0.25,211000.0
128,0.0245,0.02436,6565.710947020001,6449.688368879999,0.024402,0.024521,2016-06-10 12:42:39,51.119,142.871,211000.0
129,0.0245,0.02436,6568.52164121,6449.688368879999,0.024402,0.024521,2016-06-10 12:42:48,51.119,142.871,211000.0
130,0.0245,0.02436,6568.52164121,6449.688368879999,0.024463,0.024521,2016-06-10 12:42:56,20.981,142.871,211000.0
131,0.0245,0.02436,6568.52164121,6448.263763269998,0.024467,0.024521,2016-06-10 12:43:05,70.236,142.871,211000.0
132,0.0245,0.02436,6568.52164121,6449.688368879999,0.024478,0.02452,2016-06-10 12:43:17,69.986,0.25,211000.0
133,0.0245,0.02436,6568.02891173,6166.399622079999,0.024396,0.024521,2016-06-10 12:43:26,84.04,142.871,211000.0
134,0.0245,0.02436,6702.30824208,6452.353368879999,0.024452,0.024519,2016-06-10 12:43:36,70.728,153.533,211000.0
135,0.0245,0.02436,6814.005436120002,6448.621368879999,0.024395,0.024443,2016-06-10 12:43:45,605.13,54.97,211000.0
136,0.02449,0.02436,6814.005436120002,6438.960125329999,0.024448,0.024486,2016-06-10 12:44:04,163.38,145.896,211000.0
137,0.0245,0.02436,6861.5708133100015,6459.044340969999,0.024403,0.024486,2016-06-10 12:44:13,51.117,145.896,211000.0
138,0.0245,0.02436,6861.5708133100015,6459.044340969999,0.024414,0.024486,2016-06-10 12:44:21,214.474,145.896,211000.0
139,0.0245,0.02436,6861.5708133100015,6459.044340969999,0.024437,0.024486,2016-06-10 12:44:29,70.462,145.896,211000.0
140,0.0245,0.02436,6845.148897100002,6442.321243989999,0.02442,0.024523,2016-06-10 12:44:38,54.97,30.824,211000.0
141,0.0245,0.02436,6416.353516270001,6455.888750429999,0.024425,0.024522,2016-06-10 12:44:47,70.373,151.045,211000.0
142,0.0245,0.02437,6821.7554248000015,6455.888750429999,0.024426,0.024522,2016-06-10 12:44:56,75.98,151.045,211000.0
143,0.0245,0.02437,6416.744107060002,6455.888750429999,0.024437,0.024521,2016-06-10 12:45:04,70.085,30.627,211000.0
144,0.0245,0.02437,6825.920424250002,6455.888750429999,0.024443,0.02452,2016-06-10 12:45:13,70.138,158.331,211000.0
145,0.0245,0.02438,6827.77797936,6455.888750429999,0.024449,0.02452,2016-06-10 12:45:30,70.58,158.331,211000.0
146,0.0245,0.02438,6419.25541897,6455.888750429999,0.02445,0.02452,2016-06-10 12:45:38,54.97,158.331,211000.0
147,0.0245,0.02438,6419.25541897,6455.888750429999,0.024461,0.02452,2016-06-10 12:45:47,70.202,158.331,211000.0
148,0.0245,0.02438,6473.3054189700015,6455.888750429999,0.024468,0.02452,2016-06-10 12:45:56,54.97,158.331,211000.0
149,0.0245,0.02438,6473.3054189700015,6455.888750429999,0.024478,0.02452,2016-06-10 12:46:05,70.369,158.331,211000.0
150,0.0245,0.02438,6473.3054189700015,6455.888750429999,0.024484,0.02452,2016-06-10 12:46:14,69.094,158.331,211000.0
151,0.0245,0.02438,6473.3054189700015,6455.888750429999,0.024485,0.02452,2016-06-10 12:46:22,54.97,158.331,211000.0
152,0.0245,0.02438,6473.3054189700015,6455.888750429999,0.024485,0.02452,2016-06-10 12:46:31,54.97,158.331,211000.0
153,0.0245,0.02438,6419.25541897,6455.888750429999,0.024413,0.02452,2016-06-10 12:46:40,70.238,158.331,211000.0
154,0.0245,0.02438,6419.25541897,6455.888750429999,0.024414,0.02452,2016-06-10 12:46:48,106.064,158.331,211000.0
155,0.0245,0.02438,6419.25541897,6455.888750429999,0.024425,0.02452,2016-06-10 12:46:58,70.752,158.331,211000.0
156,0.0245,0.02438,6419.25541897,6455.888750429999,0.024431,0.02452,2016-06-10 12:47:07,70.404,158.331,211000.0
157,0.0245,0.02438,6419.25541897,6307.314183629999,0.024432,0.02452,2016-06-10 12:47:17,106.026,158.331,211000.0
158,0.0245,0.02438,6554.934800440002,6563.469750429999,0.024446,0.024519,2016-06-10 12:47:26,70.348,81.62,211000.0
159,0.0245,0.02438,6510.6245404400015,6386.93575043,0.024453,0.024547,2016-06-10 12:47:35,54.97,156.36,211000.0
160,0.0245,0.02438,6594.32454044,6389.00269058,0.024469,0.024547,2016-06-10 12:47:44,70.54,156.36,211000.0
161,0.0245,0.02438,6594.32454044,6395.051123779999,0.024475,0.024546,2016-06-10 12:47:53,70.646,32.755,211000.0
162,0.0245,0.02438,6594.32454044,6395.051123779999,0.024475,0.024545,2016-06-10 12:48:01,70.646,84.79,211000.0
163,0.0245,0.02438,6594.32454044,6395.051123779999,0.024476,0.024545,2016-06-10 12:48:10,54.97,84.79,211000.0
164,0.0245,0.02438,6594.32454044,6396.683084969999,0.024486,0.024543,2016-06-10 12:48:19,70.661,84.79,211000.0
165,0.0245,0.02438,6594.32454044,6396.683084969999,0.024413,0.024543,2016-06-10 12:48:27,51.096,84.79,211000.0
166,0.0245,0.02438,6594.32454044,6395.051123779999,0.024415,0.024531,2016-06-10 12:48:36,51.092,81.33,211000.0
167,0.0245,0.02438,6594.32454044,6395.051123779999,0.024416,0.024525,2016-06-10 12:48:46,54.97,117.51,211000.0
168,0.0245,0.02438,6594.32454044,6395.051123779999,0.024417,0.024519,2016-06-10 12:48:54,51.088,117.51,211000.0
169,0.0245,0.02438,6594.32454044,6395.051123779999,0.024418,0.024513,2016-06-10 12:49:03,54.97,117.51,211000.0
170,0.0245,0.02438,6594.32454044,6395.051123779999,0.024446,0.024507,2016-06-10 12:49:13,105.997,116.55,211000.0
171,0.0245,0.02438,6594.32454044,6395.051123779999,0.024452,0.024501,2016-06-10 12:49:21,54.97,112.98,211000.0
172,0.0245,0.02438,6594.32454044,6395.051123779999,0.024455,0.02449,2016-06-10 12:49:30,54.97,70.584,211000.0
173,0.0245,0.02438,6594.32454044,6395.051123779999,0.02446,0.02449,2016-06-10 12:49:39,70.557,70.584,211000.0
174,0.0245,0.02438,6594.32454044,6395.051123779999,0.024466,0.024491,2016-06-10 12:49:47,54.97,70.501,211000.0
175,0.0245,0.02438,6594.32454044,6395.051123779999,0.024466,0.024544,2016-06-10 12:49:57,54.97,137.89,211000.0
176,0.0245,0.02438,6594.32454044,6395.051123779999,0.024442,0.024538,2016-06-10 12:50:07,21.036,66.83,211000.0
177,0.0245,0.02438,6866.16092618,6395.051123779999,0.024448,0.024538,2016-06-10 12:50:15,70.709,66.83,211000.0
178,0.0245,0.02438,6866.16092618,6395.051123779999,0.024449,0.024538,2016-06-10 12:50:24,54.97,66.83,211000.0
179,0.0245,0.02438,6866.16092618,6395.051123779999,0.024454,0.024538,2016-06-10 12:50:33,70.335,66.83,211000.0
180,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024466,0.024538,2016-06-10 12:50:42,70.159,66.83,211000.0
181,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024467,0.024538,2016-06-10 12:50:50,54.97,66.83,211000.0
182,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024473,0.024538,2016-06-10 12:51:00,54.97,66.83,211000.0
183,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024479,0.024538,2016-06-10 12:51:09,54.97,66.83,211000.0
184,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024484,0.024538,2016-06-10 12:51:18,70.135,66.83,211000.0
185,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024491,0.024538,2016-06-10 12:51:26,54.97,66.83,211000.0
186,0.0245,0.02438,6512.004540440001,6395.051123779999,0.024497,0.024538,2016-06-10 12:51:35,54.97,66.83,211000.0
187,0.0245,0.02439,6266.73454044,6395.051123779999,0.024507,0.024538,2016-06-10 12:51:43,60.437,66.83,211000.0
188,0.0245,0.02439,6566.23454044,6395.051123779999,0.024507,0.024538,2016-06-10 12:51:51,60.437,66.83,211000.0
189,0.0245,0.02439,6876.190926180001,6395.051123779999,0.024507,0.024538,2016-06-10 12:52:00,60.437,66.83,211000.0
190,0.0245,0.0244,6466.9586078600005,6395.051123779999,0.024507,0.024537,2016-06-10 12:52:08,60.437,12.221,211000.0
191,0.0245,0.0244,6511.658607860001,6395.051123779999,0.024507,0.02456,2016-06-10 12:52:17,60.437,12.28,211000.0
192,0.0245,0.0244,6511.617168310002,6395.051123779999,0.024507,0.024559,2016-06-10 12:52:25,60.437,24.37,211000.0
193,0.0245,0.0244,6511.617168310002,6395.051123779999,0.024507,0.024559,2016-06-10 12:52:34,60.437,24.37,211000.0
194,0.0245,0.0244,6511.078265730001,6395.051123779999,0.024507,0.024557,2016-06-10 12:52:43,55.707,24.37,211000.0
195,0.0245,0.0244,6511.078265730001,6395.051123779999,0.024507,0.024557,2016-06-10 12:52:51,55.707,24.37,211000.0
196,0.0245,0.0244,6511.078265730001,6395.051123779999,0.024507,0.024557,2016-06-10 12:52:59,55.707,24.37,211000.0
197,0.0245,0.0244,6511.078265730001,6395.051123779999,0.024507,0.024555,2016-06-10 12:53:08,55.707,20.49,211000.0
198,0.0245,0.0244,6511.078265730001,6387.8511237799985,0.024507,0.024555,2016-06-10 12:53:15,55.707,20.49,211000.0
199,0.0245,0.0244,6499.55826573,6314.381123779999,0.024401,0.024523,2016-06-10 12:53:24,54.97,189.64,211000.0
200,0.0245,0.0244,6394.395660730001,6316.013084969999,0.024406,0.024522,2016-06-10 12:53:32,70.79,2.42,211000.0
201,0.0245,0.0244,6797.740596940001,6314.381123779999,0.024417,0.024522,2016-06-10 12:53:40,70.481,2.42,211000.0
202,0.0245,0.0244,6455.4543312000005,6271.28612378,0.024466,0.024522,2016-06-10 12:53:50,54.97,2.42,211000.0
203,0.0245,0.0244,6454.9543312000005,6317.17112378,0.024472,0.024522,2016-06-10 12:53:59,54.97,2.42,211000.0
204,0.0245,0.02437,6740.30587027,6304.546601689999,0.024411,0.024522,2016-06-10 12:54:09,70.206,2.42,211000.0
205,0.0245,0.02438,6478.3863946500005,6337.611019369999,0.024428,0.024522,2016-06-10 12:54:17,4.048,2.42,211000.0
206,0.0245,0.02438,6478.3863946500005,6337.611019369999,0.024439,0.024522,2016-06-10 12:54:26,70.507,2.42,211000.0
207,0.0245,0.02438,6477.8863946500005,6337.611019369999,0.024446,0.024522,2016-06-10 12:54:34,54.97,2.42,211000.0
208,0.0245,0.02438,6477.8863946500005,6337.611019369999,0.024457,0.024522,2016-06-10 12:54:45,70.346,2.42,211000.0
209,0.0245,0.02438,6438.3863946500005,6337.611019369999,0.024468,0.024522,2016-06-10 12:54:53,70.359,2.42,211000.0
210,0.0245,0.02438,6478.3863946500005,6337.611019369999,0.024468,0.024522,2016-06-10 12:55:02,70.359,2.42,211000.0
211,0.0245,0.02438,6477.8863946500005,6337.611019369999,0.024479,0.024522,2016-06-10 12:55:11,70.772,2.42,211000.0
212,0.0245,0.02438,6492.87639465,6338.653827849999,0.024486,0.024522,2016-06-10 12:55:19,54.97,2.42,211000.0
213,0.0245,0.02438,6532.87639465,6338.653827849999,0.024486,0.024522,2016-06-10 12:55:29,54.97,2.42,211000.0
214,0.0245,0.02438,6477.8863946500005,6338.653827849999,0.024407,0.024522,2016-06-10 12:55:37,70.55,2.42,211000.0
215,0.0245,0.02438,6454.141854110001,6338.653827849999,0.024413,0.024522,2016-06-10 12:55:46,70.274,2.42,211000.0
216,0.0245,0.02438,6454.059404110001,6338.653827849999,0.024419,0.024522,2016-06-10 12:55:57,70.788,2.42,211000.0
