obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_time,k_bid_vol,k_ask_vol,uc_trans 
1024,0.02432,0.02419,6246.0807012000005,6382.79220139,0.024161,0.02421,2016-06-10 15:02:11,21.229,370.5,211000.0
1025,0.02432,0.02419,6246.0807012000005,6386.674033149999,0.024161,0.02422,2016-06-10 15:02:19,21.229,128.0,211000.0
1026,0.0243,0.02419,6246.0807012000005,6382.686133149999,0.024162,0.02422,2016-06-10 15:02:27,16.889,128.0,211000.0
1027,0.0243,0.02419,6246.0807012000005,6358.20411118,0.024162,0.02423,2016-06-10 15:02:35,34.854,64.0,211000.0
1028,0.0243,0.02419,6203.5807012000005,6358.20411118,0.024162,0.024229,2016-06-10 15:02:43,34.854,31.23,211000.0
1029,0.0243,0.02419,6245.045776340001,6358.20411118,0.024162,0.024212,2016-06-10 15:02:51,34.854,187.06,211000.0
1030,0.0243,0.02419,6245.045776340001,6358.20411118,0.024162,0.024212,2016-06-10 15:02:58,34.854,187.06,211000.0
1031,0.0243,0.02419,6245.045776340001,6358.20411118,0.024162,0.024212,2016-06-10 15:03:06,34.854,187.06,211000.0
1032,0.0243,0.02419,6245.045776340001,6348.79949651,0.024162,0.024212,2016-06-10 15:03:14,34.854,187.06,211000.0
1033,0.0243,0.02419,6245.045776340001,6362.479496509999,0.024162,0.024212,2016-06-10 15:03:23,34.854,187.06,211000.0
1034,0.02419,0.02418,6163.191458539999,6443.719353849999,0.024162,0.024212,2016-06-10 15:03:32,34.854,187.06,211000.0
1035,0.02419,0.02418,6245.04577644,6074.9144965099995,0.024041,0.024212,2016-06-10 15:03:40,70.76,187.06,211000.0
1036,0.02419,0.02418,6586.53037734,6170.3461159,0.024131,0.024162,2016-06-10 15:03:47,68.191,34.86,211000.0
1037,0.02419,0.02418,6632.78851189,6170.3461159,0.024132,0.024175,2016-06-10 15:03:56,55.991,179.66,211000.0
1038,0.02419,0.02418,6632.80945609,6169.4161159,0.024133,0.024175,2016-06-10 15:04:04,26.794,179.66,211000.0
1039,0.02419,0.02418,6632.80945609,6139.0201879,0.024134,0.024175,2016-06-10 15:04:11,34.474,179.66,211000.0
1040,0.02419,0.02418,6574.1476801,6143.16619157,0.024134,0.024175,2016-06-10 15:04:19,34.474,179.66,211000.0
1041,0.02419,0.02418,6729.74303546,6138.16619157,0.024135,0.024175,2016-06-10 15:04:27,26.794,179.66,211000.0
1042,0.02419,0.02418,6729.74303546,6138.16619157,0.02405,0.024175,2016-06-10 15:04:35,171.658,179.66,211000.0
1043,0.02419,0.02418,6729.24303546,6124.316191569999,0.024053,0.024175,2016-06-10 15:04:43,43.945,179.66,211000.0
1044,0.02419,0.02418,7163.8875503,6121.20557114,0.024058,0.024175,2016-06-10 15:04:51,42.14,179.66,211000.0
1045,0.02419,0.02418,7160.8875503,6121.20557114,0.02406,0.024175,2016-06-10 15:04:59,42.14,179.66,211000.0
1046,0.02419,0.02418,7160.8875503,6121.20557114,0.024062,0.024175,2016-06-10 15:05:07,31.27,179.66,211000.0
1047,0.02419,0.02418,7160.8875503,6119.166616459999,0.024064,0.024136,2016-06-10 15:05:14,29.47,172.82,211000.0
1048,0.02419,0.02418,7161.7040602900015,6107.3555711399995,0.024066,0.02417,2016-06-10 15:05:22,29.47,71.538,211000.0
1049,0.02419,0.02418,7463.958652859999,6121.215571139999,0.02407,0.024175,2016-06-10 15:05:30,8.03,179.66,211000.0
1050,0.02419,0.02418,7201.1494565699995,6135.357053519999,0.024072,0.024175,2016-06-10 15:05:38,34.88,179.66,211000.0
1051,0.02419,0.02418,7201.1494565699995,6203.54205352,0.024074,0.024175,2016-06-10 15:05:45,23.22,179.66,211000.0
1052,0.02419,0.02418,7201.1494565699995,6203.54205352,0.024076,0.024175,2016-06-10 15:05:53,8.03,179.66,211000.0
1053,0.02419,0.02418,7126.92151681,6203.54205352,0.024081,0.024175,2016-06-10 15:06:01,113.001,179.66,211000.0
1054,0.02419,0.02418,7201.1494565699995,6192.32810921,0.024091,0.024135,2016-06-10 15:06:09,70.669,172.48,211000.0
1055,0.02419,0.02418,7201.1494565699995,6114.115941809999,0.024101,0.024175,2016-06-10 15:06:16,70.651,179.66,211000.0
1056,0.02419,0.02418,7145.82799349,6223.78217517,0.024106,0.024137,2016-06-10 15:06:24,71.37,192.64,211000.0
1057,0.02419,0.02418,6953.702737879999,6223.78217517,0.024096,0.024175,2016-06-10 15:06:31,70.66,179.66,211000.0
1058,0.02419,0.02418,7145.96529788,6203.2307981799995,0.024113,0.024175,2016-06-10 15:06:40,43.835,179.66,211000.0
1059,0.02419,0.02418,7142.63927974,6193.475798179999,0.024091,0.024175,2016-06-10 15:06:47,43.875,179.66,211000.0
1060,0.02419,0.02418,7100.13927974,6201.43779712,0.024091,0.024134,2016-06-10 15:06:55,44.125,203.09,211000.0
1061,0.02419,0.02418,7142.63927974,6201.43779712,0.024092,0.024097,2016-06-10 15:07:03,33.16,85.37,211000.0
1062,0.02419,0.02418,7039.23473769,6202.15464104,0.024097,0.024134,2016-06-10 15:07:12,142.229,203.09,211000.0
1063,0.02419,0.02418,7113.629319080001,6197.49937608,0.024099,0.024134,2016-06-10 15:07:20,120.983,203.09,211000.0
1064,0.02419,0.02418,7113.629319080001,6197.71937608,0.024099,0.024134,2016-06-10 15:07:27,120.983,203.09,211000.0
1065,0.02419,0.02418,7095.69970571,6174.41404569,0.0241,0.024174,2016-06-10 15:07:35,43.859,4.06,211000.0
1066,0.02417,0.02414,7112.664643339998,6202.09981848,0.024037,0.024131,2016-06-10 15:07:44,28.01,168.815,211000.0
1067,0.02417,0.02411,7182.290793709999,6202.09981848,0.024095,0.024147,2016-06-10 15:07:52,42.543,149.979,211000.0
1068,0.02412,0.02411,7270.62123843,6362.536946299999,0.024038,0.024094,2016-06-10 15:08:00,26.581,170.237,211000.0
1069,0.02418,0.0241,7151.492479209999,6210.345053399999,0.024079,0.02408,2016-06-10 15:08:08,89.154,12.0,211000.0
1070,0.02418,0.0241,7359.7127425300005,6221.92943761,0.024039,0.02408,2016-06-10 15:08:16,133.124,83.635,211000.0
1071,0.02416,0.0241,7351.845995580001,6254.308289279999,0.024039,0.024078,2016-06-10 15:08:24,70.617,170.237,211000.0
1072,0.02415,0.0241,7768.3491839299995,6242.45192127,0.024011,0.024058,2016-06-10 15:08:32,33.265,0.83,211000.0
1073,0.02415,0.02406,7915.2957897900005,6236.338245589999,0.024011,0.024077,2016-06-10 15:08:39,42.216,167.631,211000.0
1074,0.02415,0.02403,7716.6794685800005,6200.75309169,0.024012,0.024079,2016-06-10 15:08:47,44.02,169.17,211000.0
1075,0.02415,0.02405,7635.157001619999,6222.1128349,0.024039,0.024078,2016-06-10 15:08:56,43.97,151.223,211000.0
1076,0.02417,0.02405,7373.8479901499995,6230.01082002,0.024011,0.024038,2016-06-10 15:09:03,21.754,66.921,211000.0
1077,0.02415,0.02405,7452.70763651,6414.677222079999,0.024038,0.02407,2016-06-10 15:09:11,56.917,129.2,211000.0
1078,0.02414,0.02405,7452.597416070001,6431.094805669998,0.024039,0.024069,2016-06-10 15:09:19,40.32,140.561,211000.0
1079,0.02412,0.02403,7834.70435594,6419.343550559999,0.02386,0.02406,2016-06-10 15:09:27,44.3,24.0,211000.0
1080,0.02415,0.02402,7648.189763790001,6261.647970349999,0.023861,0.02405,2016-06-10 15:09:35,160.996,1.422,211000.0
1081,0.02412,0.02402,7783.172163210001,6411.289190859998,0.023927,0.024059,2016-06-10 15:09:42,44.176,31.08,211000.0
1082,0.02411,0.02402,7938.582842160001,6386.472433859999,0.023927,0.02404,2016-06-10 15:09:50,44.176,22.9,211000.0
1083,0.0241,0.02401,8632.18529867,6360.10700884,0.024059,0.02406,2016-06-10 15:09:59,19.399,46.9,211000.0
1084,0.0241,0.024,8848.7741244,6093.5844028500005,0.023966,0.023966,2016-06-10 15:10:07,63.503,63.503,211000.0
1085,0.0241,0.02395,8535.2800698,6057.62499179,0.023966,0.02405,2016-06-10 15:10:14,10.01,100.0,211000.0
1086,0.02415,0.02395,8894.86984261,6375.21407954,0.023967,0.024,2016-06-10 15:10:22,44.102,409.0,211000.0
1087,0.02412,0.02395,8896.971584359999,6215.82940448,0.023968,0.024,2016-06-10 15:10:30,15.16,24.724,211000.0
1088,0.02411,0.02395,8896.62145628,6279.28023873,0.024,0.024041,2016-06-10 15:10:38,21.31,115.15,211000.0
1089,0.02404,0.02395,8896.62145628,6244.80019958,0.024001,0.024041,2016-06-10 15:10:46,44.04,115.15,211000.0
1090,0.02404,0.02395,8673.382172939999,6227.269858219999,0.024001,0.024041,2016-06-10 15:10:54,54.054,115.15,211000.0
1091,0.02404,0.02395,8784.60930918,6220.04304504,0.024001,0.024041,2016-06-10 15:11:02,54.054,115.15,211000.0
1092,0.02404,0.02396,8745.91596277,6208.5968844399995,0.02406,0.02407,2016-06-10 15:11:10,0.001,100.0,211000.0
1093,0.02405,0.02396,8438.00888299,6224.62483916,0.024,0.02407,2016-06-10 15:11:18,19.494,100.0,211000.0
1094,0.02406,0.02396,8759.689362469999,6278.85983919,0.023898,0.024078,2016-06-10 15:11:26,144.648,151.223,211000.0
1095,0.02406,0.02396,8759.59561914,6358.459839169998,0.023914,0.024073,2016-06-10 15:11:33,71.642,71.556,211000.0
1096,0.02406,0.02396,8740.53698985,6357.961670939999,0.023926,0.024073,2016-06-10 15:11:41,71.391,71.556,211000.0
1097,0.02406,0.02396,8529.17943852,6359.4959885399985,0.023948,0.024073,2016-06-10 15:11:49,71.495,71.556,211000.0
1098,0.02406,0.02396,8477.306794949998,6359.4959885399985,0.02398,0.024073,2016-06-10 15:11:57,525.438,71.556,211000.0
1099,0.02406,0.02396,8682.40267704,6319.4959885399985,0.024047,0.024078,2016-06-10 15:12:05,19.494,151.223,211000.0
1100,0.02407,0.02396,8476.799666359999,6359.895988539998,0.023992,0.024078,2016-06-10 15:12:12,63.55,151.223,211000.0
1101,0.02407,0.02396,8477.044355739998,6374.4959885399985,0.024003,0.024078,2016-06-10 15:12:20,63.53,151.223,211000.0
1102,0.02407,0.02396,9437.608931180002,6374.4959885399985,0.024009,0.024078,2016-06-10 15:12:29,63.519,151.223,211000.0
1103,0.02407,0.02396,9752.987137780001,6374.495988549998,0.024015,0.024078,2016-06-10 15:12:37,63.508,151.223,211000.0
1104,0.02407,0.02396,9751.80484276,6374.495988549998,0.024021,0.024078,2016-06-10 15:12:45,63.497,151.223,211000.0
1105,0.02407,0.02396,9548.83830216,6235.57398855,0.024051,0.024078,2016-06-10 15:13:01,19.494,151.223,211000.0
1106,0.02407,0.02396,9749.92404691,6207.294866759999,0.024051,0.024078,2016-06-10 15:13:09,19.494,151.223,211000.0
1107,0.02407,0.02396,9749.71856193,6207.294866759999,0.024051,0.024074,2016-06-10 15:13:17,19.494,71.888,211000.0
1108,0.02407,0.02396,9749.95150946,6207.294866759999,0.02405,0.024074,2016-06-10 15:13:25,503.403,71.888,211000.0
1109,0.02407,0.02396,9805.62473715,6207.344866759999,0.02405,0.024074,2016-06-10 15:13:33,503.403,71.888,211000.0
1110,0.02407,0.02396,9805.62473715,6207.14777258,0.02405,0.024074,2016-06-10 15:13:41,503.403,71.888,211000.0
1111,0.02407,0.02396,9824.43179312,6206.9506784,0.02405,0.024074,2016-06-10 15:13:48,503.403,71.888,211000.0
1112,0.02407,0.02396,9791.17455493,6206.95067835,0.02405,0.024074,2016-06-10 15:13:56,503.403,71.888,211000.0
1113,0.02407,0.02396,9791.17455493,6206.95067835,0.02405,0.024074,2016-06-10 15:14:03,503.403,71.888,211000.0
1114,0.02407,0.02395,9825.30630661,6192.30067835,0.02405,0.024074,2016-06-10 15:14:11,503.403,71.888,211000.0
1115,0.02407,0.02395,9899.9869401,6208.26067835,0.02405,0.024067,2016-06-10 15:14:20,45.643,23.65,211000.0
1116,0.02406,0.02395,9737.09797254,6170.850988499999,0.02405,0.024067,2016-06-10 15:14:28,45.643,23.65,211000.0
1117,0.02405,0.02395,9536.67410469,6206.950988499999,0.02397,0.024073,2016-06-10 15:14:37,71.833,72.952,211000.0
1118,0.02405,0.02395,9742.64138588,6228.157792259999,0.023971,0.024066,2016-06-10 15:14:44,61.577,32.175,211000.0
1119,0.02405,0.02395,9536.81415975,6228.167792259999,0.023976,0.024065,2016-06-10 15:14:52,71.233,9.34,211000.0
1120,0.02405,0.02395,9744.577506110001,6228.167792259999,0.023982,0.024063,2016-06-10 15:15:00,71.567,9.34,211000.0
1121,0.02405,0.02395,9744.72544265,6228.167792259999,0.023983,0.024044,2016-06-10 15:15:07,44.073,3.284,211000.0
1122,0.02405,0.02396,9353.759826690002,6227.275096769999,0.023989,0.02407,2016-06-10 15:15:16,44.062,100.0,211000.0
1123,0.02405,0.02396,9567.28685181,6228.167792209999,0.023995,0.02407,2016-06-10 15:15:24,44.051,100.0,211000.0
1124,0.02405,0.02396,9768.80453729,6193.0016173799995,0.024001,0.02407,2016-06-10 15:15:32,44.04,89.67,211000.0
1125,0.02405,0.02396,9768.80453729,6225.351791429999,0.024007,0.02407,2016-06-10 15:15:39,44.029,89.67,211000.0
1126,0.02405,0.02396,9768.80453729,6225.351791429999,0.023893,0.02407,2016-06-10 15:15:46,16.74,89.67,211000.0
1127,0.02405,0.02396,9768.80453729,6227.7248302399985,0.02395,0.024065,2016-06-10 15:15:55,14.413,71.931,211000.0
1128,0.02405,0.02396,9670.89078302,6227.7248302399985,0.023951,0.02407,2016-06-10 15:16:02,44.132,89.67,211000.0
1129,0.02405,0.02396,9744.65692474,6193.0016173799995,0.024032,0.024061,2016-06-10 15:16:10,4.573,71.412,211000.0
1130,0.02405,0.02396,9769.65692474,6227.7248302399985,0.023902,0.02406,2016-06-10 15:16:17,5.03,104.01,211000.0
1131,0.02404,0.02396,9768.86539869,6215.266716759999,0.023904,0.024049,2016-06-10 15:16:25,26.95,104.01,211000.0
1132,0.02404,0.02395,9626.27484886,6254.278482579999,0.023906,0.024043,2016-06-10 15:16:33,5.211,131.96,211000.0
1133,0.02404,0.02395,9739.01334127,6254.278482579999,0.023906,0.024026,2016-06-10 15:16:42,0.25,105.13,211000.0
1134,0.02404,0.02395,9626.99133688,6192.50526962,0.023907,0.024021,2016-06-10 15:16:49,97.926,80.7,211000.0
1135,0.02404,0.02395,9715.479728940001,6227.228482479999,0.023909,0.024016,2016-06-10 15:16:58,32.735,71.999,211000.0
1136,0.02403,0.02395,9507.53591894,6218.37347481,0.023943,0.024016,2016-06-10 15:17:06,21.356,71.999,211000.0
1137,0.02403,0.02395,9507.53591894,6228.9036179999985,0.023944,0.024016,2016-06-10 15:17:15,76.88,71.999,211000.0
1138,0.02403,0.02395,9712.35466043,6213.3452726,0.023944,0.024037,2016-06-10 15:17:23,76.88,165.794,211000.0
1139,0.02402,0.02395,9712.229298940001,6288.058438529999,0.023945,0.02402,2016-06-10 15:17:32,34.926,128.0,211000.0
1140,0.02402,0.02395,9716.12929894,6397.050431429998,0.023946,0.02402,2016-06-10 15:17:39,76.876,29.918,211000.0
1141,0.02402,0.02395,9645.82758145,6397.150431559998,0.023947,0.02402,2016-06-10 15:17:47,39.375,29.918,211000.0
1142,0.02401,0.02395,9667.94893492,6421.996046969997,0.023948,0.02402,2016-06-10 15:17:56,61.477,29.918,211000.0
1143,0.02401,0.02395,9767.871851650001,6421.996046969997,0.023864,0.02402,2016-06-10 15:18:04,77.028,21.926,211000.0
1144,0.02401,0.02395,9759.53252058,6404.842421929998,0.023888,0.024019,2016-06-10 15:18:12,5.554,19.38,211000.0
1145,0.02401,0.02395,9759.532520570001,6419.602421929998,0.02389,0.024014,2016-06-10 15:18:20,110.258,71.554,211000.0
1146,0.02401,0.02395,9759.33733613,6420.006359439998,0.02389,0.024014,2016-06-10 15:18:28,131.6,71.554,211000.0
1147,0.02401,0.02395,9759.33733613,6420.006359439998,0.02389,0.024014,2016-06-10 15:18:36,131.6,71.554,211000.0
1148,0.02395,0.02385,9750.88704893,6402.7730481499975,0.023892,0.024014,2016-06-10 15:18:44,76.976,71.554,211000.0
1149,0.02395,0.02385,9925.74404893,6380.233424099998,0.023892,0.024014,2016-06-10 15:18:52,98.271,71.554,211000.0
1150,0.02395,0.02384,9921.86584763,6394.584824099997,0.023893,0.024014,2016-06-10 15:19:01,30.562,71.554,211000.0
1151,0.02395,0.02384,9921.49416188,6408.356145479998,0.023922,0.024014,2016-06-10 15:19:10,76.92,11.494,211000.0
1152,0.02395,0.02384,9921.86584763,6408.356145479998,0.023923,0.02402,2016-06-10 15:19:18,30.905,21.926,211000.0
1153,0.02402,0.02384,9921.86584763,6418.356142489998,0.023924,0.024025,2016-06-10 15:19:25,76.917,139.494,211000.0
1154,0.02402,0.02384,9810.617127790001,6403.6061422799985,0.023924,0.024023,2016-06-10 15:19:33,98.243,24.86,211000.0
1155,0.02401,0.02384,9919.61441531,6431.096730929998,0.023926,0.024025,2016-06-10 15:19:41,76.913,139.494,211000.0
1156,0.02401,0.02384,9923.53169171,6253.574730929999,0.023927,0.024025,2016-06-10 15:19:56,33.374,139.494,211000.0
1157,0.02401,0.02384,9923.53169171,6250.533457239999,0.023928,0.024025,2016-06-10 15:20:04,76.909,139.494,211000.0
1158,0.02401,0.02384,9924.81255551,6205.7934575,0.023929,0.024025,2016-06-10 15:20:13,30.829,139.494,211000.0
1159,0.02401,0.02384,9924.81255551,6260.412757499999,0.02393,0.024025,2016-06-10 15:20:21,76.906,139.494,211000.0
1160,0.02401,0.02384,9924.81255551,6260.412757499999,0.023931,0.024025,2016-06-10 15:20:29,33.317,139.494,211000.0
1161,0.02401,0.02384,9924.81255551,6256.137372169999,0.023932,0.024025,2016-06-10 15:20:37,98.052,139.494,211000.0
1162,0.02401,0.02384,9924.974136190001,6246.137371749999,0.023934,0.024025,2016-06-10 15:20:44,76.898,139.494,211000.0
1163,0.02401,0.02384,9924.974136190001,6218.144650369999,0.023934,0.024025,2016-06-10 15:20:53,98.192,139.494,211000.0
1164,0.02401,0.02384,9912.219502520002,6245.411611559999,0.023936,0.024025,2016-06-10 15:21:01,32.735,139.494,211000.0
1165,0.02401,0.02384,9909.20948248,6245.411611559999,0.023936,0.024025,2016-06-10 15:21:09,32.735,139.494,211000.0
1166,0.02401,0.02384,9907.185329290001,6232.884650369999,0.023938,0.024025,2016-06-10 15:21:17,32.735,139.494,211000.0
1167,0.02401,0.02384,9907.185329290001,6232.884650369999,0.023939,0.024024,2016-06-10 15:21:25,13.05,62.351,211000.0
1168,0.02401,0.02384,9910.08089804,6279.146729139999,0.02394,0.024022,2016-06-10 15:21:33,32.735,62.351,211000.0
1169,0.024,0.02384,9911.08089804,6195.733414859998,0.023877,0.024021,2016-06-10 15:21:41,10.838,62.71,211000.0
1170,0.02401,0.02384,9843.80324531,6160.45672829,0.023878,0.024021,2016-06-10 15:21:49,156.731,62.71,211000.0
1171,0.02401,0.02384,9733.505761370001,6241.0127395399995,0.02388,0.024016,2016-06-10 15:21:57,139.139,71.587,211000.0
1172,0.02401,0.02384,9843.80324531,6249.9464335699995,0.023881,0.024016,2016-06-10 15:22:05,33.963,71.587,211000.0
1173,0.02401,0.02384,9806.12842446,6249.9464335699995,0.023882,0.024015,2016-06-10 15:22:12,176.278,42.995,211000.0
1174,0.02401,0.02384,9806.12842446,6238.669291689999,0.023882,0.023998,2016-06-10 15:22:20,187.116,21.318,211000.0
1175,0.02401,0.02384,9695.83094052,6221.485399879999,0.023884,0.023996,2016-06-10 15:22:28,161.35,72.006,211000.0
1176,0.02401,0.02382,9574.833933549999,6223.405509879998,0.023884,0.023995,2016-06-10 15:22:35,161.35,12.753,211000.0
1177,0.02401,0.02384,9574.403429359998,6223.405509879998,0.023886,0.02399,2016-06-10 15:22:43,154.421,72.014,211000.0
1178,0.02401,0.02384,9903.96279572,6223.405509879998,0.023886,0.023954,2016-06-10 15:22:51,154.421,22.159,211000.0
1179,0.02401,0.02384,9903.104303459999,6214.302056979999,0.023887,0.023954,2016-06-10 15:22:58,31.964,22.159,211000.0
1180,0.02401,0.02384,9903.104303459999,6229.042056979999,0.023888,0.023954,2016-06-10 15:23:06,174.679,22.159,211000.0
1181,0.02401,0.02382,9781.75628342,6229.042056979999,0.02389,0.023954,2016-06-10 15:23:14,164.728,22.159,211000.0
1182,0.02401,0.02382,9575.93191706,6224.197046329999,0.023891,0.023954,2016-06-10 15:23:22,10.838,22.159,211000.0
1183,0.02401,0.02384,9922.53510568,6226.937847149999,0.023897,0.023954,2016-06-10 15:23:30,10.838,22.159,211000.0
1184,0.02401,0.02384,9940.30510568,6212.197847149999,0.023902,0.023954,2016-06-10 15:23:37,72.098,22.159,211000.0
1185,0.02401,0.02383,9660.1797516,6226.957847149999,0.023903,0.023954,2016-06-10 15:23:46,45.396,22.159,211000.0
1186,0.02401,0.02382,9576.09313963,6226.957847149999,0.023909,0.023954,2016-06-10 15:23:53,10.838,22.159,211000.0
1187,0.02401,0.02384,9931.953105679999,6226.957847149999,0.02392,0.023954,2016-06-10 15:24:02,10.838,22.159,211000.0
1188,0.02401,0.02384,9950.649214000001,6231.233232479999,0.023921,0.023954,2016-06-10 15:24:09,32.235,22.159,211000.0
1189,0.02401,0.02384,9951.83625626,6235.574952859999,0.023921,0.023954,2016-06-10 15:24:18,32.235,22.159,211000.0
1190,0.02401,0.02384,9838.02039917,6310.237413339999,0.023921,0.023953,2016-06-10 15:24:26,32.235,62.351,211000.0
1191,0.02401,0.02384,9928.68541825,6302.667523329998,0.023921,0.023953,2016-06-10 15:24:34,32.235,62.351,211000.0
1192,0.02401,0.02384,9697.5889668,6215.638400339999,0.023922,0.02403,2016-06-10 15:24:42,10.838,32.346,211000.0
1193,0.02401,0.02385,9783.08766612,6217.522587559999,0.023922,0.023958,2016-06-10 15:24:50,10.838,21.411,211000.0
1194,0.02401,0.02385,9436.39757626,6202.752587559999,0.023922,0.023993,2016-06-10 15:24:58,10.838,21.411,211000.0
1195,0.02401,0.02385,9436.39757626,6217.522587559999,0.023924,0.023943,2016-06-10 15:25:07,10.838,62.351,211000.0
1196,0.02401,0.02384,9064.18498021,6217.522587559999,0.023924,0.02403,2016-06-10 15:25:15,10.838,62.351,211000.0
1197,0.02401,0.02384,9955.220271690001,6230.63840948,0.023926,0.024029,2016-06-10 15:25:24,10.838,24.981,211000.0
1198,0.02401,0.02384,9962.39947172,6248.322038859998,0.02387,0.023992,2016-06-10 15:25:32,106.1,22.159,211000.0
1199,0.02401,0.02385,9825.674651620002,6220.1521734,0.023871,0.024028,2016-06-10 15:25:40,161.978,62.351,211000.0
1200,0.02401,0.02386,9781.143543400001,6247.774289499999,0.023871,0.023943,2016-06-10 15:25:47,151.14,21.404,211000.0
1201,0.024,0.02384,9938.03366542,6247.774289499999,0.023871,0.023875,2016-06-10 15:25:55,151.14,33.518,211000.0
1202,0.024,0.02384,9930.1387134,6257.840133449999,0.023873,0.023874,2016-06-10 15:26:04,151.14,142.148,211000.0
1203,0.02399,0.02383,9935.546012280001,6243.141144339999,0.023873,0.023875,2016-06-10 15:26:12,8.993,7.478,211000.0
1204,0.02399,0.02384,9934.549657450001,6243.381144339999,0.023876,0.023976,2016-06-10 15:26:21,168.189,62.351,211000.0
1205,0.02399,0.02385,9933.34105903,6235.770583089999,0.023887,0.023973,2016-06-10 15:26:31,71.66,62.351,211000.0
1206,0.02399,0.02385,9929.7872439,6235.770583089999,0.023888,0.023961,2016-06-10 15:26:39,56.23,62.351,211000.0
1207,0.02399,0.02385,9930.7872439,6235.770583089999,0.02386,0.023961,2016-06-10 15:26:46,419.8,62.351,211000.0
1208,0.02399,0.02383,9819.388712160002,6235.150305439998,0.023861,0.023942,2016-06-10 15:26:56,14.7,21.434,211000.0
1209,0.02399,0.02384,9814.103769320001,6233.717480819999,0.023883,0.023945,2016-06-10 15:27:04,22.918,22.159,211000.0
1210,0.02398,0.02384,9786.367968850001,6250.748926309999,0.023888,0.023945,2016-06-10 15:27:12,71.788,22.159,211000.0
1211,0.02398,0.02382,9677.136391920001,6251.748926309999,0.023889,0.023945,2016-06-10 15:27:20,31.055,22.159,211000.0
1212,0.02398,0.02384,9784.214517370001,6254.458926309998,0.02387,0.023883,2016-06-10 15:27:28,11.1,22.919,211000.0
1213,0.02398,0.02384,9784.214517370001,6254.458926309998,0.02387,0.023883,2016-06-10 15:27:37,11.1,22.919,211000.0
1214,0.02398,0.02385,9689.604829360002,6220.698865499999,0.023872,0.023883,2016-06-10 15:27:46,1.34,22.919,211000.0
1215,0.02398,0.02386,9663.465654200001,6212.417920199999,0.023876,0.023883,2016-06-10 15:27:56,1.5,22.919,211000.0
1216,0.02398,0.02383,9452.092834200002,6181.319680289998,0.023877,0.023883,2016-06-10 15:28:04,32.394,22.919,211000.0
1217,0.02398,0.02384,9645.2695542,6212.424973439999,0.023878,0.023883,2016-06-10 15:28:13,71.496,22.919,211000.0
1218,0.02398,0.02384,9645.2695542,6200.655083439999,0.023877,0.023883,2016-06-10 15:28:21,32.394,22.919,211000.0
1219,0.02398,0.02384,9633.749554200002,6183.306745409998,0.023877,0.023883,2016-06-10 15:28:29,32.394,22.919,211000.0
1220,0.02398,0.02384,9633.749554200002,6181.846189159999,0.023877,0.023883,2016-06-10 15:28:38,32.394,22.919,211000.0
1221,0.02398,0.02384,9655.7995542,6217.4461891599985,0.023877,0.023883,2016-06-10 15:28:47,32.394,22.919,211000.0
1222,0.02398,0.02384,9450.235577840001,6209.291364589998,0.023877,0.023883,2016-06-10 15:28:55,32.394,22.919,211000.0
1223,0.02398,0.02381,9827.741587260001,6197.959991909998,0.023863,0.023964,2016-06-10 15:29:03,34.757,66.373,211000.0
1224,0.02398,0.02382,9803.044998080002,6203.159991899999,0.023863,0.023964,2016-06-10 15:29:13,34.757,66.373,211000.0
1225,0.02398,0.02382,9700.445030060002,6211.225166969998,0.023863,0.023964,2016-06-10 15:29:21,34.757,66.373,211000.0
1226,0.02398,0.02382,9675.108830050001,6211.225166969998,0.023863,0.023964,2016-06-10 15:29:29,34.757,66.373,211000.0
1227,0.02398,0.02384,9801.027830050001,6201.635166959998,0.023863,0.023964,2016-06-10 15:29:37,34.757,87.82,211000.0
1228,0.02398,0.02381,9701.420302000002,6196.435166969999,0.023863,0.023964,2016-06-10 15:29:45,34.757,87.82,211000.0
1229,0.02398,0.02381,9874.62201034,6244.846998209999,0.02387,0.023964,2016-06-10 15:29:54,11.1,87.82,211000.0
1230,0.02398,0.02381,9877.01287484,6244.846998209999,0.023875,0.023964,2016-06-10 15:30:02,71.559,87.82,211000.0
1231,0.02398,0.02381,9813.862037730001,6244.846998209999,0.023875,0.023964,2016-06-10 15:30:10,71.559,87.82,211000.0
1232,0.02398,0.02381,9826.472428850002,6244.846998209999,0.023881,0.023964,2016-06-10 15:30:19,71.666,87.82,211000.0
1233,0.02398,0.02381,9877.113976890001,6244.876998209998,0.023881,0.023962,2016-06-10 15:30:28,71.666,213.857,211000.0
1234,0.02398,0.02381,9877.113976890001,6244.876998209998,0.023887,0.023962,2016-06-10 15:30:36,71.435,197.726,211000.0
1235,0.02398,0.02381,9877.113976890001,6244.876998209998,0.023893,0.023962,2016-06-10 15:30:44,71.728,213.857,211000.0
1236,0.02398,0.02381,9821.101886290002,6194.632428929999,0.023893,0.023962,2016-06-10 15:30:52,71.728,235.316,211000.0
1237,0.02398,0.02381,9821.101886290002,6201.664687909998,0.023899,0.023962,2016-06-10 15:31:00,71.428,87.831,211000.0
1238,0.02398,0.02381,9820.318951250001,6201.664687909998,0.023899,0.023962,2016-06-10 15:31:09,71.428,87.831,211000.0
1239,0.02398,0.02381,9820.318951250001,6201.664687909998,0.0239,0.023962,2016-06-10 15:31:17,33.819,87.831,211000.0
