obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_date,k_time,k_bid_vol,k_ask_vol,uc_trans
226,0.02399,0.02382,7615.84419349,7032.295101,0.02388,0.023912,2016-06-04,18:14:45,72.354,0.181,129931819

227,0.02399,0.02382,7615.84419349,7032.295101,0.02388,0.023912,2016-06-04,18:14:54,72.354,0.181,129931819

228,0.02399,0.02382,7658.29385304,7032.295101,0.02388,0.023912,2016-06-04,18:15:02,72.354,0.181,129931819

229,0.02399,0.02382,8132.83087053,7032.295101,0.02388,0.023912,2016-06-04,18:15:10,72.354,0.181,129931819

230,0.02399,0.02381,7656.86840635,7014.59321465,0.02388,0.023912,2016-06-04,18:15:18,72.354,0.181,129931819

231,0.02399,0.02381,7656.86840635,7015.02729878,0.02388,0.023912,2016-06-04,18:15:26,72.354,0.181,129931819

232,0.02399,0.02381,7618.08350097,7015.02388258,0.02388,0.02398,2016-06-04,18:15:34,72.354,2.68,129931819

233,0.02399,0.02381,7509.03027097,7020.07369698,0.02388,0.02398,2016-06-04,18:15:42,72.354,21.351,129931819

234,0.02398,0.02381,7936.53613916,7018.79797711,0.02388,0.02398,2016-06-04,18:15:50,72.354,21.351,129931819

235,0.02399,0.02381,7556.15065313,6772.13654836,0.023828,0.02398,2016-06-04,18:15:59,2.62,21.351,129931819

236,0.02396,0.02381,7675.20388313,6842.16534359,0.023828,0.02398,2016-06-04,18:16:07,24.143,46.751,129931819

237,0.02399,0.02382,7634.34003235,6994.26534359,0.023833,0.023896,2016-06-04,18:16:15,72.11,150.18,129931819

238,0.02396,0.02382,7604.07809453,6924.28563476,0.023839,0.023896,2016-06-04,18:16:23,2.62,150.18,129931819

239,0.02396,0.02382,7626.92206384,6994.29364992,0.023839,0.023863,2016-06-04,18:16:31,2.62,101.91,129931819

240,0.02396,0.02382,7629.82399143,7014.3707002,0.023839,0.023863,2016-06-04,18:16:39,2.62,101.91,129931819

241,0.02396,0.02382,7629.82399143,7014.3707002,0.023839,0.023863,2016-06-04,18:16:47,2.62,101.91,129931819

242,0.02396,0.02378,7733.35396155,7014.3707002,0.023839,0.023863,2016-06-04,18:16:55,2.62,101.91,129931819

243,0.02396,0.0238,7591.02641212,7014.3707002,0.023809,0.023863,2016-06-04,18:17:03,2.62,101.91,129931819

244,0.02396,0.0238,7624.41141212,6861.4716002,0.023809,0.023863,2016-06-04,18:17:11,2.62,101.91,129931819

245,0.02396,0.0238,7630.72641212,6861.4716002,0.023814,0.023863,2016-06-04,18:17:19,2.62,101.91,129931819

246,0.02394,0.0238,7630.72641212,6861.4716002,0.023816,0.023863,2016-06-04,18:17:27,13.142,101.91,129931819

247,0.02394,0.0238,7630.72641212,6861.4716002,0.023788,0.023863,2016-06-04,18:17:39,2.62,101.91,129931819

248,0.02393,0.0238,7664.24107167,7033.8028107,0.0238,0.02383,2016-06-04,18:17:47,21.574,2700,129931819

249,0.02395,0.02378,7672.25396155,7099.08868463,0.023793,0.02383,2016-06-04,18:17:55,72.793,2696.677,129931819

250,0.02391,0.02377,8145.55930687,7100.5526002,0.023793,0.02383,2016-06-04,18:18:03,94.37,2696.677,129931819

251,0.02391,0.02377,8145.55930687,7100.83486497,0.023793,0.02383,2016-06-04,18:18:11,94.37,2693.287,129931819

252,0.02391,0.02377,8253.23053559,7100.5526002,0.023793,0.02383,2016-06-04,18:18:20,94.37,2693.287,129931819

253,0.02391,0.02377,8246.91553559,7100.5526002,0.023794,0.02383,2016-06-04,18:18:28,90,2693.287,129931819

254,0.02391,0.02377,8253.23253559,7100.5526002,0.023794,0.02383,2016-06-04,18:18:35,90,2693.287,129931819

255,0.02391,0.02377,8253.23253559,7100.5526002,0.023794,0.02383,2016-06-04,18:18:43,21.652,2693.287,129931819

256,0.02391,0.02377,8253.23253559,7089.70701325,0.023794,0.02383,2016-06-04,18:18:52,21.652,2693.287,129931819

257,0.02391,0.02375,8551.76284559,7100.5526002,0.023794,0.02383,2016-06-04,18:19:00,21.652,2693.287,129931819

258,0.02391,0.02376,8246.91553559,7100.5526002,0.023794,0.02383,2016-06-04,18:19:08,21.652,2693.287,129931819

259,0.02391,0.02376,8253.23253559,7100.5526002,0.023794,0.02383,2016-06-04,18:19:17,21.652,2693.287,129931819

260,0.02391,0.02376,8253.23253559,7100.5526002,0.023794,0.02383,2016-06-04,18:19:25,21.652,2693.287,129931819

261,0.02391,0.02376,8253.23253559,7099.5546005,0.023794,0.02383,2016-06-04,18:19:33,21.652,2693.287,129931819

262,0.02391,0.02376,8253.23253559,7100.5526002,0.023794,0.02383,2016-06-04,18:19:41,21.652,2693.287,129931819

263,0.02391,0.02376,8139.17347835,7101.10698532,0.023794,0.02383,2016-06-04,18:19:50,21.652,2693.287,129931819

264,0.02391,0.02376,8026.30085835,7101.10698532,0.023794,0.02383,2016-06-04,18:19:58,21.652,2693.287,129931819

265,0.02391,0.02377,7668.81513438,7101.10698532,0.023794,0.02383,2016-06-04,18:20:07,21.652,2693.287,129931819

266,0.02391,0.02377,7668.81513438,7101.10698532,0.023794,0.02383,2016-06-04,18:20:15,21.652,2526.432,129931819

267,0.02391,0.02377,7668.81513438,6997.64898532,0.023796,0.02383,2016-06-04,18:20:23,187.78,2205.329,129931819

268,0.02391,0.02377,7668.81513438,6997.64898532,0.02383,0.02383,2016-06-04,18:20:31,368.92,1669.455,129931819

269,0.02391,0.02377,8145.40647628,6979.23398532,0.023815,0.02383,2016-06-04,18:20:40,72.95,943.355,129931819

270,0.02391,0.02377,8153.26081494,6979.23398532,0.023815,0.02383,2016-06-04,18:20:48,21.664,940.421,129931819

271,0.02391,0.02377,8255.90682872,6979.23398532,0.023815,0.02383,2016-06-04,18:20:56,21.664,568.371,129931819

272,0.02391,0.02377,8131.94157872,6979.23398532,0.023815,0.02383,2016-06-04,18:21:04,21.664,191.091,129931819

273,0.02394,0.02378,8085.19973809,6825.44798562,0.02383,0.023969,2016-06-04,18:21:12,0.01,70.614,129931819

274,0.02396,0.02378,8189.31544187,6981.28879186,0.023871,0.023969,2016-06-04,18:21:20,148.35,70.614,129931819

275,0.02396,0.02378,8189.31544187,6981.28879186,0.023876,0.023969,2016-06-04,18:21:28,72.564,70.614,129931819

276,0.02396,0.02378,8189.31544187,6981.28879186,0.023843,0.023969,2016-06-04,18:21:37,72.816,70.614,129931819

277,0.02396,0.02378,8182.98444187,6981.28879186,0.023843,0.023969,2016-06-04,18:21:45,72.816,70.614,129931819

278,0.02396,0.02378,8492.94092404,6984.97380773,0.023843,0.023967,2016-06-04,18:21:53,72.816,41.28,129931819

279,0.02395,0.02378,8373.88769404,6829.03100119,0.023843,0.023967,2016-06-04,18:22:01,72.816,41.28,129931819

280,0.02395,0.02378,8193.09131404,6826.43190119,0.023843,0.023967,2016-06-04,18:22:09,72.816,41.28,129931819

281,0.02395,0.02378,8193.09131404,6826.43190119,0.023843,0.023967,2016-06-04,18:22:18,72.816,41.28,129931819

282,0.02395,0.02378,8186.76031404,6826.43190119,0.023849,0.023967,2016-06-04,18:22:26,72.643,41.28,129931819

283,0.02395,0.02378,8193.09131404,6826.43190119,0.023838,0.023967,2016-06-04,18:22:35,72.348,41.28,129931819

284,0.02396,0.02378,8193.09131404,6757.70864774,0.023838,0.023967,2016-06-04,18:22:43,72.348,41.28,129931819

285,0.02396,0.02378,8193.58878905,6826.86598532,0.023838,0.023967,2016-06-04,18:22:51,72.348,41.28,129931819

286,0.02396,0.02378,8193.58878905,6826.86598532,0.023838,0.023967,2016-06-04,18:22:59,72.348,41.28,129931819

287,0.02396,0.02378,8193.58878905,6826.86598532,0.023838,0.023967,2016-06-04,18:23:07,72.348,41.28,129931819

288,0.02396,0.02378,8190.07423356,6832.74598532,0.023838,0.023967,2016-06-04,18:23:15,72.348,41.28,129931819

289,0.02396,0.02378,8190.07423356,6832.74598532,0.023838,0.023967,2016-06-04,18:23:23,94.024,41.28,129931819

290,0.02396,0.02378,8413.58694557,6826.34598532,0.023879,0.023968,2016-06-04,18:23:32,72.942,7.4,129931819

291,0.02396,0.02378,8371.84367106,6922.50397187,0.023874,0.023968,2016-06-04,18:23:40,134.87,7.4,129931819

292,0.02398,0.0238,8307.47467106,6983.85499186,0.023879,0.023968,2016-06-04,18:23:49,72.577,7.4,129931819

293,0.02398,0.02381,8224.96219728,6983.85499186,0.023915,0.023968,2016-06-04,18:23:57,175.05,7.4,129931819

294,0.024,0.02382,7872.70986526,6981.16731424,0.023925,0.023968,2016-06-04,18:24:06,72.524,7.4,129931819

295,0.024,0.02383,7868.35822765,6971.18731424,0.023791,0.023999,2016-06-04,18:24:15,6.19,59.93,129931819

296,0.02397,0.02379,8065.94271067,6829.00256912,0.023801,0.02399,2016-06-04,18:24:23,6.19,25.4,129931819

297,0.02397,0.0238,8087.11119689,6829.00456942,0.023811,0.023989,2016-06-04,18:24:32,3.39,7.34,129931819

298,0.02397,0.0238,8087.11119689,6829.00256912,0.023811,0.023989,2016-06-04,18:24:41,3.39,7.34,129931819

299,0.02397,0.0238,8087.11119689,6829.00256912,0.023811,0.023989,2016-06-04,18:24:49,3.39,6.785,129931819

300,0.02397,0.0238,8087.11119689,6829.00256912,0.023811,0.023989,2016-06-04,18:24:57,3.39,6.785,129931819

301,0.02397,0.0238,8080.78019689,6829.00256912,0.023811,0.023989,2016-06-04,18:25:05,93.39,6.785,129931819

302,0.02399,0.02381,7670.67588318,6829.00256912,0.023811,0.023989,2016-06-04,18:25:13,78.892,6.785,129931819

303,0.02399,0.02381,7969.69832138,6830.00513127,0.023811,0.023989,2016-06-04,18:25:21,61.24,6.785,129931819

304,0.02399,0.02381,8088.75155138,6830.00513127,0.023811,0.023989,2016-06-04,18:25:29,27.291,6.785,129931819

305,0.02399,0.02381,8041.896476,6830.00171507,0.023816,0.023989,2016-06-04,18:25:37,72.437,6.785,129931819

306,0.02399,0.02381,8073.52879714,6759.54924773,0.023817,0.023989,2016-06-04,18:25:45,1.41,6.785,129931819

307,0.02397,0.02381,7671.93096965,6829.00598532,0.023817,0.023989,2016-06-04,18:25:54,1.41,6.785,129931819

308,0.02397,0.0238,8088.36628336,6829.00598532,0.023821,0.023989,2016-06-04,18:26:03,72.601,6.785,129931819

309,0.02397,0.0238,8088.36628336,6829.00598532,0.023821,0.023989,2016-06-04,18:26:11,72.601,6.785,129931819

310,0.02397,0.0238,8186.15098714,6829.00598532,0.023821,0.023989,2016-06-04,18:26:19,72.601,6.785,129931819

311,0.02397,0.0238,8088.36628336,6829.00598532,0.023821,0.023989,2016-06-04,18:26:27,72.601,6.785,129931819

312,0.02397,0.0238,8045.76595552,6830.71190119,0.023821,0.023987,2016-06-04,18:26:35,72.601,143.937,129931819

313,0.02396,0.02379,8134.33745803,6830.61100119,0.023821,0.023985,2016-06-04,18:26:43,72.601,172.014,129931819

314,0.02396,0.02379,8088.44770277,6827.05190119,0.023826,0.023979,2016-06-04,18:26:51,72.499,141.449,129931819

315,0.02396,0.02379,8082.11670277,6827.05190119,0.023826,0.023979,2016-06-04,18:27:00,72.499,141.449,129931819

316,0.02396,0.02379,8088.44770277,6827.05190119,0.023826,0.023977,2016-06-04,18:27:08,72.499,165.261,129931819

317,0.02396,0.02379,8088.44770277,6826.48798562,0.023827,0.023963,2016-06-04,18:27:17,90,5.44,129931819

318,0.02396,0.02379,8088.44770277,6827.05190119,0.023832,0.023963,2016-06-04,18:27:25,72.366,5.44,129931819

319,0.02396,0.02379,8088.44770277,6827.05190119,0.023832,0.023963,2016-06-04,18:27:33,72.366,5.44,129931819

320,0.02396,0.02379,8088.44770277,6827.05190119,0.023832,0.023963,2016-06-04,18:27:41,72.366,5.44,129931819

321,0.02396,0.02379,8088.44770277,6827.05190119,0.023832,0.023963,2016-06-04,18:27:50,72.366,5.44,129931819

322,0.02396,0.02379,8088.44770277,6827.05190119,0.023838,0.023963,2016-06-04,18:27:59,72.57,5.44,129931819

323,0.02396,0.02379,8088.44770277,6827.05190119,0.023801,0.023963,2016-06-04,18:28:07,158,27.055,129931819

324,0.02396,0.02379,8082.11670277,6827.05190119,0.023844,0.023963,2016-06-04,18:28:16,72.748,27.055,129931819

325,0.02396,0.02379,7672.01038906,6827.05190119,0.023844,0.023963,2016-06-04,18:28:25,72.748,27.055,129931819

326,0.02397,0.02379,7629.82440832,6934.30245534,0.023844,0.023963,2016-06-04,18:28:33,72.748,21.615,129931819

327,0.02397,0.0238,7690.5516498,6993.36506879,0.023845,0.023963,2016-06-04,18:28:41,90,21.615,129931819

328,0.02397,0.0238,8082.02975118,6993.36506879,0.02385,0.023963,2016-06-04,18:28:50,72.33,21.615,129931819

329,0.02397,0.0238,7671.92343747,6993.36506879,0.02385,0.023963,2016-06-04,18:28:58,72.33,21.615,129931819

330,0.02397,0.0238,7671.92343747,6993.36506879,0.02385,0.023963,2016-06-04,18:29:07,72.33,21.615,129931819

331,0.02397,0.0238,7671.92343747,6993.36506879,0.02385,0.023963,2016-06-04,18:29:15,72.33,21.615,129931819

332,0.02397,0.0238,7671.92343747,6993.36506879,0.02385,0.023988,2016-06-04,18:29:22,82.74,134.037,129931819

333,0.02397,0.0238,8082.02975118,6982.51948184,0.023851,0.023988,2016-06-04,18:29:31,90,134.037,129931819

334,0.02397,0.0238,7671.92343747,6993.36506879,0.023856,0.023988,2016-06-04,18:29:39,72.555,134.037,129931819

335,0.02397,0.0238,7671.92343747,6993.36506879,0.023856,0.023988,2016-06-04,18:29:47,72.555,134.037,129931819

336,0.02397,0.0238,7671.92343747,6950.86506879,0.023856,0.023988,2016-06-04,18:29:56,72.555,134.037,129931819

337,0.02397,0.0238,7671.92343747,6950.86506879,0.023857,0.023987,2016-06-04,18:30:05,90,21.615,129931819

338,0.02397,0.0238,8082.02975118,6950.86506879,0.023862,0.023986,2016-06-04,18:30:13,72.306,78.23,129931819

339,0.02397,0.0238,7671.92343747,6950.86506879,0.023862,0.023986,2016-06-04,18:30:22,72.306,78.23,129931819

340,0.02397,0.0238,7671.92343747,6966.41566989,0.023862,0.023984,2016-06-04,18:30:29,72.306,70.29,129931819

341,0.02399,0.02381,7629.47377792,6965.85175432,0.023807,0.023984,2016-06-04,18:30:38,72.273,70.29,129931819

342,0.02399,0.02381,7629.47377792,6966.84975402,0.023807,0.023984,2016-06-04,18:30:45,72.273,70.29,129931819

343,0.02399,0.02381,7665.59443747,6966.84975402,0.023807,0.023984,2016-06-04,18:30:54,72.273,70.29,129931819

344,0.02399,0.02381,7629.47377792,6966.84975402,0.023802,0.023984,2016-06-04,18:31:02,2.31,70.29,129931819

345,0.02399,0.02381,7629.47377792,6966.84975402,0.023808,0.023984,2016-06-04,18:31:10,90,70.29,129931819

346,0.02399,0.02381,7629.47377792,6966.84975402,0.02383,0.023984,2016-06-04,18:31:19,72.607,70.29,129931819

347,0.02399,0.02381,7665.59443747,6966.84975402,0.023819,0.023984,2016-06-04,18:31:27,72.42,70.29,129931819

348,0.02399,0.02381,7629.47377792,6966.84975402,0.023819,0.023984,2016-06-04,18:31:35,72.42,81.871,129931819

349,0.02399,0.02381,7629.47377792,6966.84975402,0.023819,0.023984,2016-06-04,18:31:43,94.05,81.871,129931819

350,0.02396,0.0238,8088.28626393,6949.59929805,0.02383,0.023982,2016-06-04,18:31:51,72.832,72.16,129931819

351,0.02396,0.02379,7641.20158062,6815.21029805,0.02383,0.02398,2016-06-04,18:31:59,94.462,190.343,129931819

352,0.02396,0.02379,8082.30789433,6781.40406732,0.02383,0.023978,2016-06-04,18:32:08,94.462,109.3,129931819

353,0.02396,0.02379,7672.20158062,6699.35734367,0.02382,0.023978,2016-06-04,18:32:16,90,109.3,129931819

354,0.02397,0.02379,7629.53623074,6883.64995386,0.02382,0.023978,2016-06-04,18:32:24,90,117.532,129931819

355,0.02397,0.02379,7690.26247021,6952.94206732,0.023825,0.023978,2016-06-04,18:32:32,72.715,117.532,129931819

356,0.02397,0.0238,7671.63525989,6952.94206732,0.023825,0.023978,2016-06-04,18:32:40,72.715,8.232,129931819

357,0.02397,0.0238,8081.7415736,6882.06509145,0.023825,0.023978,2016-06-04,18:32:48,72.715,8.232,129931819

358,0.02397,0.02381,7671.73980102,6699.30210811,0.023826,0.023977,2016-06-04,18:32:56,1.7,7.677,129931819

359,0.02398,0.02381,7969.25280054,6751.52108072,0.023826,0.023975,2016-06-04,18:33:05,63.77,18.277,129931819

360,0.02399,0.02381,7735.29820478,6796.93103148,0.023832,0.023999,2016-06-04,18:33:13,1.61,7.677,129931819

361,0.02399,0.02381,7978.60119894,6736.75789273,0.023832,0.023999,2016-06-04,18:33:21,1.61,15.781,129931819

362,0.02399,0.02382,7666.85418476,6782.9085858,0.023832,0.023999,2016-06-04,18:33:29,1.61,15.781,129931819

363,0.02399,0.02382,7690.13016521,6792.76772581,0.023832,0.023999,2016-06-04,18:33:38,1.61,15.781,129931819

364,0.02399,0.02383,7584.71924794,6721.09164994,0.023845,0.023999,2016-06-04,18:33:47,30.77,15.781,129931819

365,0.02399,0.02384,7671.47347476,6717.14547956,0.02385,0.023999,2016-06-04,18:33:55,72.655,15.781,129931819

366,0.02399,0.02384,7665.14447476,6715.22853332,0.02385,0.023998,2016-06-04,18:34:03,72.655,5.114,129931819

367,0.02399,0.02383,7969.15518847,6789.63581872,0.02385,0.023974,2016-06-04,18:34:12,72.655,5.856,129931819

368,0.02399,0.02383,7628.86219254,6805.0749414,0.02385,0.023973,2016-06-04,18:34:19,72.655,20.402,129931819

369,0.02399,0.02383,7628.40129254,6791.03958393,0.02385,0.023973,2016-06-04,18:34:28,72.655,9.068,129931819

370,0.02399,0.02383,7734.98129254,6791.03958393,0.023862,0.023972,2016-06-04,18:34:36,106.58,9.068,129931819

371,0.02399,0.02383,7728.85221254,6782.78210576,0.023867,0.024015,2016-06-04,18:34:44,72.866,142.16,129931819

372,0.02399,0.02383,7734.08879185,6782.78210576,0.023867,0.024015,2016-06-04,18:34:52,72.866,163.772,129931819

373,0.02399,0.02383,7734.08879185,6793.96177684,0.023867,0.024013,2016-06-04,18:35:00,72.866,164.66,129931819

374,0.02399,0.02383,7734.08879185,6793.96177684,0.023867,0.024011,2016-06-04,18:35:09,72.866,173.791,129931819

375,0.02399,0.02383,7734.08879185,6794.98072338,0.023867,0.02401,2016-06-04,18:35:17,72.866,8.273,129931819

376,0.02399,0.02383,7652.24864209,6718.45360319,0.023867,0.02401,2016-06-04,18:35:25,72.866,3.677,129931819

377,0.02401,0.02384,7622.8633843,6800.36511211,0.023867,0.024011,2016-06-04,18:35:33,72.866,173.791,129931819

378,0.02401,0.02384,7765.67629685,6700.52496093,0.023868,0.024011,2016-06-04,18:35:41,33.063,173.791,129931819

379,0.024,0.02384,7686.43190599,6847.10775433,0.023873,0.024009,2016-06-04,18:35:49,72.759,89.67,129931819

380,0.024,0.02384,7681.11540952,6785.20907707,0.023873,0.024009,2016-06-04,18:35:57,72.759,89.67,129931819

381,0.02406,0.02384,7731.2830011,6970.13768167,0.023873,0.024009,2016-06-04,18:36:06,83.148,49.07,129931819

382,0.02406,0.02384,7586.48017329,6970.13768167,0.023874,0.024009,2016-06-04,18:36:14,5.956,62.887,129931819

383,0.02406,0.02385,7510.34891084,6970.13768167,0.023883,0.024009,2016-06-04,18:36:22,10.495,49.07,129931819

384,0.02405,0.02385,7580.32729991,6954.03678167,0.023888,0.024009,2016-06-04,18:36:32,72.869,49.07,129931819

385,0.02405,0.02391,7624.50529991,6954.03678167,0.023893,0.024009,2016-06-04,18:36:39,72.535,49.07,129931819

386,0.02405,0.02392,7598.50378992,6954.03678167,0.023894,0.024009,2016-06-04,18:36:47,5.747,49.07,129931819

387,0.02405,0.02392,7617.03005541,6953.98586231,0.023879,0.024009,2016-06-04,18:36:55,5.747,49.07,129931819

388,0.02405,0.02392,7617.03005541,6954.13768167,0.023879,0.024009,2016-06-04,18:37:03,10.495,49.07,129931819

389,0.02405,0.02392,7617.11605722,6954.13768167,0.02388,0.024009,2016-06-04,18:37:11,4.914,49.07,129931819

390,0.02405,0.02392,7611.61756721,6964.13768167,0.02389,0.024009,2016-06-04,18:37:19,3.739,49.07,129931819

391,0.02405,0.02392,7617.11605722,6974.13768167,0.023894,0.024009,2016-06-04,18:37:28,72.887,49.07,129931819

392,0.02405,0.02392,7617.11605722,6974.13768167,0.023895,0.024009,2016-06-04,18:37:36,3.739,49.07,129931819

393,0.02405,0.02392,7587.11605721,6984.13768167,0.023895,0.024009,2016-06-04,18:37:44,8.511,49.07,129931819

394,0.02405,0.02392,7587.11605721,6984.13768167,0.023896,0.024009,2016-06-04,18:37:53,3.948,49.07,129931819

395,0.02405,0.02392,7611.80105721,6984.13768167,0.0239,0.024009,2016-06-04,18:38:01,72.421,49.07,129931819

396,0.02405,0.02392,7587.11605721,7084.97307741,0.023905,0.024009,2016-06-04,18:38:09,72.268,49.07,129931819

397,0.02405,0.02392,7587.11605721,7084.97307741,0.023906,0.024009,2016-06-04,18:38:18,3.948,49.07,129931819

398,0.02405,0.02392,7617.11605722,6983.17907741,0.023906,0.024009,2016-06-04,18:38:26,3.948,49.07,129931819

399,0.02405,0.02392,7587.11605721,6983.17907741,0.023906,0.024009,2016-06-04,18:38:34,3.948,49.07,129931819

400,0.02405,0.02392,7611.80105721,6984.13768167,0.023896,0.024009,2016-06-04,18:38:43,3.948,49.07,129931819

401,0.02405,0.02392,7611.77774098,6984.13768167,0.023897,0.024009,2016-06-04,18:38:52,3.948,49.07,129931819

402,0.02405,0.02392,7608.78855753,6984.13768167,0.023901,0.024009,2016-06-04,18:39:00,72.245,49.07,129931819

403,0.02405,0.02392,7608.78855753,6984.13768167,0.023902,0.024009,2016-06-04,18:39:09,2.758,49.07,129931819

404,0.02405,0.02392,7584.61972327,6984.13768167,0.02389,0.02401,2016-06-04,18:39:17,72.869,7.676,129931819

405,0.02405,0.02393,7495.03434701,6984.13768167,0.023895,0.024024,2016-06-04,18:39:25,72.28,173.613,129931819

406,0.02405,0.02393,7613.78794701,6984.13768167,0.023896,0.024022,2016-06-04,18:39:33,1.123,172.724,129931819

407,0.02405,0.02393,7614.89274435,6984.13768167,0.023896,0.024022,2016-06-04,18:39:41,1.123,172.724,129931819

408,0.02405,0.02393,7659.07674435,6984.13768167,0.023896,0.024022,2016-06-04,18:39:49,1.123,172.724,129931819

409,0.02405,0.02393,7614.89274435,6984.13768167,0.023896,0.024022,2016-06-04,18:39:58,22.73,172.724,129931819

410,0.02405,0.02391,7648.16513999,7036.07429335,0.023901,0.024022,2016-06-04,18:40:07,72.793,172.724,129931819

411,0.02405,0.02393,7614.89271864,6944.55996443,0.023902,0.024022,2016-06-04,18:40:16,1.123,172.724,129931819

412,0.02405,0.02391,7658.98777238,6944.55996443,0.023896,0.02402,2016-06-04,18:40:24,72.285,170.237,129931819

413,0.02405,0.02391,7658.98777238,6944.55996443,0.023901,0.02402,2016-06-04,18:40:33,72.657,170.237,129931819

414,0.02405,0.02392,7664.21135169,6944.55996443,0.023902,0.024019,2016-06-04,18:40:41,1.098,7.676,129931819

415,0.02405,0.02391,7664.21135169,6944.55996443,0.023901,0.024018,2016-06-04,18:40:49,72.657,147.491,129931819

416,0.02405,0.02391,7664.21135169,6944.55996443,0.02389,0.024018,2016-06-04,18:40:58,72.823,147.491,129931819

417,0.02405,0.02391,7658.98777238,6944.55996443,0.023896,0.024018,2016-06-04,18:41:06,72.595,147.491,129931819

418,0.02405,0.02391,7664.21135169,6944.55996443,0.023896,0.024018,2016-06-04,18:41:15,72.595,147.491,129931819

419,0.02405,0.02391,7613.55092169,6944.55996443,0.023896,0.024018,2016-06-04,18:41:24,72.595,147.491,129931819

420,0.02405,0.02391,7613.09086169,6944.55996443,0.023896,0.024018,2016-06-04,18:41:31,72.595,147.491,129931819

421,0.02405,0.02391,7613.09086169,6944.55996443,0.023896,0.024018,2016-06-04,18:41:39,93.839,147.491,129931819

422,0.02405,0.02391,7656.81484169,6944.55996443,0.023896,0.024018,2016-06-04,18:41:48,93.839,157.9,129931819

423,0.02405,0.02391,7663.92363238,6944.55996443,0.023896,0.024018,2016-06-04,18:41:56,93.839,157.9,129931819

424,0.02405,0.02391,7663.46361238,6944.55996443,0.023896,0.024018,2016-06-04,18:42:04,93.839,157.9,129931819

425,0.02405,0.02391,7663.00355238,6944.55996443,0.023896,0.024018,2016-06-04,18:42:12,93.839,157.9,129931819

426,0.02405,0.02391,7663.00355238,6944.55996443,0.023896,0.024018,2016-06-04,18:42:20,93.839,157.9,129931819

427,0.02405,0.02391,7656.22750238,6945.39789963,0.023896,0.024018,2016-06-04,18:42:29,93.839,157.9,129931819

428,0.02405,0.02391,7579.16667169,6944.9790175,0.023896,0.024018,2016-06-04,18:42:36,93.839,157.9,129931819

429,0.02405,0.02391,7542.47114141,6944.55996443,0.023896,0.024018,2016-06-04,18:42:45,93.839,157.9,129931819

430,0.02405,0.02391,7661.27458141,6944.55996443,0.023896,0.024018,2016-06-04,18:42:53,93.839,157.9,129931819

431,0.02405,0.02391,7660.81451141,6944.55996443,0.023896,0.024018,2016-06-04,18:43:01,93.839,157.9,129931819

432,0.02405,0.02391,8120.31583536,6944.55996443,0.023896,0.024018,2016-06-04,18:43:09,93.839,157.9,129931819

433,0.02405,0.02391,8120.28212805,6944.55996443,0.023896,0.024018,2016-06-04,18:43:18,93.839,157.9,129931819

434,0.02405,0.02391,8001.01860805,6944.55996443,0.023896,0.024018,2016-06-04,18:43:26,93.839,157.9,129931819

435,0.02405,0.02391,7703.64394411,6944.55996443,0.023896,0.024017,2016-06-04,18:43:34,93.839,181.44,129931819

436,0.02405,0.02391,8113.30317782,6944.55996443,0.023896,0.024004,2016-06-04,18:43:43,93.839,194.7,129931819

437,0.02404,0.02391,7702.72374411,6947.22906443,0.023896,0.024004,2016-06-04,18:43:51,93.839,216.319,129931819

438,0.02403,0.02391,7702.72374411,6876.10890443,0.023896,0.024004,2016-06-04,18:43:59,93.839,194.7,129931819

439,0.02404,0.02391,7702.26362411,6948.55906443,0.023896,0.024004,2016-06-04,18:44:07,93.839,194.7,129931819

440,0.02403,0.02391,8078.99893782,6947.41996443,0.023896,0.024003,2016-06-04,18:44:15,93.839,7.676,129931819

441,0.02406,0.02391,8111.92277782,6944.55996443,0.023896,0.024002,2016-06-04,18:44:23,93.839,4.1,129931819

442,0.02403,0.02391,7701.34330411,6948.55906443,0.023896,0.024002,2016-06-04,18:44:32,93.839,4.1,129931819

443,0.02403,0.02391,7701.34330411,6948.55906443,0.023896,0.024002,2016-06-04,18:44:39,93.839,4.1,129931819

444,0.02403,0.02391,7700.88314411,6948.55906443,0.023896,0.024002,2016-06-04,18:44:47,93.839,4.1,129931819

445,0.02406,0.02391,8111.00506112,6976.04290443,0.023896,0.024003,2016-06-04,18:44:56,93.839,7.676,129931819

446,0.02405,0.02391,7997.80775112,6944.55996443,0.023896,0.024003,2016-06-04,18:45:04,93.839,7.676,129931819

447,0.02405,0.02391,8108.86135112,6944.55996443,0.023896,0.024003,2016-06-04,18:45:12,93.839,7.676,129931819

448,0.02405,0.02391,8116.10127112,7036.07429335,0.023896,0.024003,2016-06-04,18:45:20,93.839,7.676,129931819

449,0.02405,0.02391,8115.64122112,7036.07429335,0.023896,0.024018,2016-06-04,18:45:28,93.839,161.529,129931819

