obs,btce_ETH_buy,btce_ETH_sell,btce_ETH_depth_bid,btce_ETH_depth_ask,K_bid,k_ask,k_date,k_time,k_bid_vol,k_ask_vol,uc_trans
74,0.02399,0.02381,8047.68155467,6838.66678945,0.023905,0.023973,2016-06-04,17:53:24,72.547,30.355,129931819

75,0.02399,0.02381,8041.35155467,6838.66678945,0.023905,0.02397,2016-06-04,17:53:33,72.547,39.5,129931819

76,0.02399,0.02381,8047.68355467,6838.66678945,0.023905,0.02397,2016-06-04,17:53:42,72.547,39.5,129931819

77,0.02399,0.02381,8047.68355467,6838.66678945,0.023905,0.02397,2016-06-04,17:53:50,72.547,39.5,129931819

78,0.02399,0.02381,8047.68355467,6838.66678945,0.023905,0.02397,2016-06-04,17:53:58,72.547,39.5,129931819

79,0.02399,0.02381,8041.35155467,6838.66678945,0.023905,0.02397,2016-06-04,17:54:07,72.547,39.5,129931819

80,0.02399,0.02381,8041.35155467,6838.66678945,0.023905,0.02397,2016-06-04,17:54:16,72.547,39.5,129931819

81,0.02399,0.02381,8047.68355467,6838.66678945,0.023905,0.023973,2016-06-04,17:54:24,72.547,30.355,129931819

82,0.02399,0.02381,8047.68355467,6838.36678945,0.023905,0.023973,2016-06-04,17:54:32,72.547,30.355,129931819

83,0.02399,0.02381,8047.68355467,6838.36678945,0.023905,0.023973,2016-06-04,17:54:40,72.547,30.355,129931819

84,0.02399,0.02381,8041.35155467,6838.63026145,0.023905,0.023974,2016-06-04,17:54:49,72.547,64.127,129931819

85,0.02399,0.02381,8047.68355467,6838.63026145,0.023905,0.023973,2016-06-04,17:54:57,72.547,30.355,129931819

86,0.02399,0.02381,8032.84606845,6838.63026145,0.023905,0.023974,2016-06-04,17:55:05,72.547,64.127,129931819

87,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.023974,2016-06-04,17:55:13,72.547,64.127,129931819

88,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.023973,2016-06-04,17:55:22,72.547,30.355,129931819

89,0.02399,0.02381,8145.56729845,6838.63026145,0.023905,0.023973,2016-06-04,17:55:30,72.547,30.355,129931819

90,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.023973,2016-06-04,17:55:39,72.547,13.034,129931819

91,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.023973,2016-06-04,17:55:47,72.547,30.355,129931819

92,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.023973,2016-06-04,17:55:55,72.547,30.355,129931819

93,0.02399,0.02381,8151.89929845,6838.63026145,0.023905,0.02397,2016-06-04,17:56:03,72.547,10,129931819

94,0.02399,0.02381,8149.06659845,6838.63441356,0.0239,0.023968,2016-06-04,17:56:12,50,4.264,129931819

95,0.02399,0.02381,8155.39859845,6838.63441356,0.023905,0.023967,2016-06-04,17:56:20,72.671,51.981,129931819

96,0.02399,0.02381,8036.34536845,6838.63441356,0.023905,0.023965,2016-06-04,17:56:28,72.671,30.355,129931819

97,0.02399,0.02381,8051.18285467,6838.63441356,0.023905,0.023969,2016-06-04,17:56:36,68.408,30.355,129931819

98,0.02399,0.02381,8155.34855845,6838.63441356,0.023905,0.023969,2016-06-04,17:56:45,68.408,51.981,129931819

99,0.02399,0.02381,8149.01655845,6838.63441356,0.023905,0.023968,2016-06-04,17:56:53,68.408,30.355,129931819

100,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.023967,2016-06-04,17:57:01,68.408,30.355,129931819

101,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.023967,2016-06-04,17:57:09,68.408,30.355,129931819

102,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.023941,2016-06-04,17:57:17,68.408,11.446,129931819

103,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.023941,2016-06-04,17:57:26,68.408,11.446,129931819

104,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02394,2016-06-04,17:57:34,68.408,30.355,129931819

105,0.02399,0.02381,8051.91819148,6827.45474248,0.023905,0.023969,2016-06-04,17:57:42,68.408,14.037,129931819

106,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.023969,2016-06-04,17:57:51,68.408,14.037,129931819

107,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:01,68.408,10,129931819

108,0.02399,0.02381,8045.58619148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:09,68.408,31.626,129931819

109,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:18,68.408,31.626,129931819

110,0.02399,0.02381,8051.91819148,6837.63641386,0.023905,0.02397,2016-06-04,17:58:26,68.408,31.626,129931819

111,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:34,68.408,31.626,129931819

112,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:42,68.408,45.662,129931819

113,0.02399,0.02381,8045.58619148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:51,68.408,45.662,129931819

114,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:58:59,66.502,45.662,129931819

115,0.02399,0.02381,8051.91819148,6838.63441356,0.023905,0.02397,2016-06-04,17:59:08,66.502,45.662,129931819

116,0.02399,0.02381,8051.96823148,6838.63441356,0.023905,0.02397,2016-06-04,17:59:16,66.502,45.662,129931819

117,0.02399,0.02381,8045.63623148,6838.63441356,0.023905,0.02397,2016-06-04,17:59:25,66.502,45.662,129931819

118,0.02399,0.02381,8051.96823148,6838.63441356,0.023905,0.02397,2016-06-04,17:59:33,66.502,45.662,129931819

119,0.02398,0.02381,8051.96823148,6839.69441356,0.023905,0.023937,2016-06-04,17:59:41,66.502,178.36,129931819

120,0.02398,0.02381,7932.91500148,6701.41441356,0.0239,0.023937,2016-06-04,17:59:50,50,199.986,129931819

121,0.02396,0.02379,8203.24674106,6700.41441356,0.0239,0.023934,2016-06-04,18:00:03,50,1,129931819

122,0.02394,0.02379,8196.91474106,6700.41441356,0.0239,0.023934,2016-06-04,18:00:11,50,1,129931819

123,0.02394,0.02379,8203.24674106,6767.98135356,0.0239,0.023905,2016-06-04,18:00:20,50,15,129931819

124,0.02395,0.02379,8096.58423792,6832.43746539,0.0239,0.023905,2016-06-04,18:00:28,50,15,129931819

125,0.02395,0.02379,8098.48587932,6832.43746539,0.0239,0.023905,2016-06-04,18:00:36,50,15,129931819

126,0.02395,0.02379,8122.25387932,6832.43746539,0.0239,0.023905,2016-06-04,18:00:44,50,15,129931819

127,0.02395,0.02379,7724.74853228,6832.43746539,0.0239,0.023905,2016-06-04,18:00:52,50,15,129931819

128,0.02395,0.02379,7756.74853228,6832.43746539,0.0239,0.023905,2016-06-04,18:01:01,50,15,129931819

129,0.02395,0.02379,7756.74853228,6832.43746539,0.0239,0.023905,2016-06-04,18:01:09,50,15,129931819

130,0.02395,0.02379,7717.98523061,6832.44022266,0.023793,0.023905,2016-06-04,18:01:17,108.795,15,129931819

131,0.02395,0.02379,7711.65323061,6832.44022266,0.023798,0.0239,2016-06-04,18:01:25,72.84,72.365,129931819

132,0.02395,0.02379,7717.98223061,6832.44022266,0.023809,0.0239,2016-06-04,18:01:34,73.058,72.365,129931819

133,0.02395,0.02379,7717.98223061,6832.44022266,0.023816,0.0239,2016-06-04,18:01:43,30.386,72.365,129931819

134,0.02395,0.02379,7717.98223061,6832.44022266,0.023821,0.0239,2016-06-04,18:01:52,72.829,72.365,129931819

135,0.02395,0.02379,8089.81957765,6832.44022266,0.023822,0.0239,2016-06-04,18:02:00,30.386,72.365,129931819

136,0.02395,0.02379,8075.64410133,6832.44022266,0.023832,0.0239,2016-06-04,18:02:08,72.615,72.365,129931819

137,0.02395,0.02379,8075.96168221,6832.44022266,0.023833,0.0239,2016-06-04,18:02:17,30.386,72.365,129931819

138,0.02395,0.02379,8075.64410133,6832.44022266,0.023839,0.0239,2016-06-04,18:02:25,30.386,72.365,129931819

139,0.02395,0.02379,8075.64410133,6832.44022266,0.023844,0.0239,2016-06-04,18:02:34,72.844,72.365,129931819

140,0.02395,0.02379,8075.64410133,6832.44022266,0.02385,0.0239,2016-06-04,18:02:42,72.548,72.365,129931819

141,0.02395,0.02379,8081.97310133,6832.44022266,0.023856,0.0239,2016-06-04,18:02:50,72.914,72.365,129931819

142,0.02395,0.02379,8081.97310133,6821.59463571,0.023863,0.0239,2016-06-04,18:02:59,30.386,72.365,129931819

143,0.02395,0.02379,8081.97310133,6821.59463571,0.023868,0.0239,2016-06-04,18:03:07,72.432,72.365,129931819

144,0.02395,0.02379,8081.97310133,6832.44022266,0.023869,0.023905,2016-06-04,18:03:15,30.386,15,129931819

145,0.02395,0.02379,8075.64410133,6832.44022266,0.023801,0.023895,2016-06-04,18:03:24,30.386,72.605,129931819

146,0.02395,0.02379,8082.07330173,6832.44022266,0.023805,0.023895,2016-06-04,18:03:33,72.78,72.605,129931819

147,0.02395,0.02379,8082.07330173,6832.44022266,0.023811,0.023895,2016-06-04,18:03:41,72.957,72.605,129931819

148,0.02396,0.02379,7710.03114586,6911.46724882,0.023812,0.023969,2016-06-04,18:03:50,30.386,114.585,129931819

149,0.02396,0.0238,8082.8679584,6982.34422469,0.023832,0.023969,2016-06-04,18:03:58,30.386,135.988,129931819

150,0.02396,0.0238,7956.01829202,6982.34422469,0.023836,0.023938,2016-06-04,18:04:07,72.682,21.403,129931819

151,0.02396,0.0238,7665.11559831,6830.92022469,0.023848,0.023966,2016-06-04,18:04:15,73.089,30.355,129931819

152,0.02396,0.0238,7665.11559831,6761.04324882,0.023849,0.023964,2016-06-04,18:04:24,223.206,30.355,129931819

153,0.02396,0.0238,8081.55091202,6831.35430882,0.023855,0.023963,2016-06-04,18:04:32,30.386,4.36,129931819

154,0.02398,0.02381,8075.22191202,6832.35430882,0.023866,0.023961,2016-06-04,18:04:40,72.987,4.82,129931819

155,0.02398,0.02381,7706.24716045,6832.35430882,0.023872,0.023959,2016-06-04,18:04:48,72.677,4.82,129931819

156,0.02398,0.02381,7706.24716045,6832.35430882,0.023872,0.023959,2016-06-04,18:04:57,72.677,4.82,129931819

157,0.02396,0.02381,7700.45841766,6834.03022469,0.023873,0.023959,2016-06-04,18:05:06,30.386,4.82,129931819

158,0.02396,0.0238,8071.92331351,6833.92932469,0.023878,0.023981,2016-06-04,18:05:14,72.397,0.5,129931819

159,0.02396,0.0238,8065.59431351,6833.92932469,0.023878,0.023979,2016-06-04,18:05:23,72.397,58.54,129931819

160,0.02396,0.0238,8065.59431351,6833.92932469,0.023878,0.023978,2016-06-04,18:05:31,72.397,0.5,129931819

161,0.02396,0.0238,8057.89431351,6835.62932469,0.023878,0.02397,2016-06-04,18:05:40,72.397,16.36,129931819

162,0.02395,0.0238,7603.41635001,6833.03315545,0.023878,0.023959,2016-06-04,18:05:49,72.397,30.355,129931819

163,0.02395,0.0238,7957.12402297,6777.62848323,0.023878,0.023954,2016-06-04,18:05:57,72.397,72.969,129931819

164,0.02398,0.0238,7690.89927113,6705.34924592,0.023878,0.023953,2016-06-04,18:06:06,72.397,61.99,129931819

165,0.02398,0.02381,7698.73568473,6943.56298525,0.023884,0.023942,2016-06-04,18:06:15,72.306,72.475,129931819

166,0.02397,0.0238,8074.66327484,6800.59342699,0.023885,0.023936,2016-06-04,18:06:23,198.01,72.404,129931819

167,0.02397,0.0238,8082.49968844,6801.44502383,0.02389,0.023935,2016-06-04,18:06:32,72.902,30.355,129931819

168,0.02397,0.0238,8072.6902218,6796.70758272,0.023878,0.023929,2016-06-04,18:06:40,72.945,32.423,129931819

169,0.02397,0.0238,8079.0192218,6630.11495863,0.023878,0.023924,2016-06-04,18:06:48,72.945,72.917,129931819

170,0.02398,0.02381,7693.68137309,6877.97978037,0.023879,0.023924,2016-06-04,18:06:57,34.681,72.917,129931819

171,0.02396,0.02381,7670.42032167,6951.38047443,0.023889,0.023924,2016-06-04,18:07:05,72.496,72.917,129931819

172,0.02396,0.0238,8172.1373281,6796.97637443,0.023878,0.023923,2016-06-04,18:07:13,72.55,1.475,129931819

173,0.02398,0.0238,8079.52500368,6936.94561843,0.023878,0.023924,2016-06-04,18:07:22,72.55,72.917,129931819

174,0.02398,0.0238,8079.52500368,6936.94561843,0.023878,0.023924,2016-06-04,18:07:31,72.55,72.917,129931819

175,0.02398,0.0238,8079.1028387,6936.19442512,0.023878,0.023982,2016-06-04,18:07:40,72.55,30.355,129931819

176,0.02398,0.0238,8064.16531248,6935.19642542,0.023884,0.023982,2016-06-04,18:07:48,72.318,30.355,129931819

177,0.024,0.02382,7655.08564372,6928.88622621,0.023884,0.023982,2016-06-04,18:07:56,72.318,30.355,129931819

178,0.024,0.02382,7958.94672743,6928.88622621,0.023885,0.023982,2016-06-04,18:08:04,196.1,22.057,129931819

179,0.024,0.02382,8077.89991743,6927.88622621,0.02389,0.023982,2016-06-04,18:08:12,72.343,23.056,129931819

180,0.024,0.02382,8077.89991743,6917.60655513,0.023916,0.023982,2016-06-04,18:08:21,72.585,23.056,129931819

181,0.024,0.02382,8077.89991743,6927.88622621,0.023878,0.023982,2016-06-04,18:08:29,72.396,23.056,129931819

182,0.024,0.02382,8071.57091743,6927.45214208,0.023878,0.023982,2016-06-04,18:08:38,72.396,23.056,129931819

183,0.024,0.02382,8077.90091743,6913.29297585,0.023878,0.023982,2016-06-04,18:08:46,72.396,23.056,129931819

184,0.02398,0.0238,8183.11950248,6913.29297585,0.023879,0.023982,2016-06-04,18:08:54,169.89,23.056,129931819

185,0.024,0.02382,8079.0037987,6831.1278561,0.023884,0.023982,2016-06-04,18:09:02,72.378,23.056,129931819

186,0.024,0.02382,8078.68645464,6914.22668424,0.02389,0.023982,2016-06-04,18:09:11,72.832,23.056,129931819

187,0.024,0.02382,8072.6737987,6914.22668424,0.023901,0.023982,2016-06-04,18:09:19,72.399,23.056,129931819

188,0.024,0.02382,8079.0037987,6915.78774951,0.023878,0.023982,2016-06-04,18:09:27,72.304,23.056,129931819

189,0.024,0.02382,8079.0037987,6844.47668951,0.023916,0.023982,2016-06-04,18:09:35,72.605,23.056,129931819

190,0.024,0.02382,8079.0037987,6914.78774951,0.023916,0.023982,2016-06-04,18:09:43,72.605,23.056,129931819

191,0.024,0.02382,8072.6737987,6914.78774951,0.023916,0.023982,2016-06-04,18:09:52,72.605,23.056,129931819

192,0.024,0.02382,8042.5737987,6914.88774951,0.023878,0.023982,2016-06-04,18:10:00,72.54,51.912,129931819

193,0.02399,0.02382,7661.46560372,6914.78774951,0.023878,0.023982,2016-06-04,18:10:09,72.54,51.912,129931819

194,0.02399,0.02382,7661.86450144,6783.11974981,0.023907,0.023981,2016-06-04,18:10:17,185.1,6.449,129931819

195,0.02399,0.02382,7927.57386632,6858.33722359,0.023912,0.02398,2016-06-04,18:10:25,72.826,23.7,129931819

196,0.02401,0.02383,7653.86174261,6963.36164359,0.023912,0.023972,2016-06-04,18:10:33,72.826,23.7,129931819

197,0.02398,0.02383,7648.6433462,6833.23076511,0.023878,0.023972,2016-06-04,18:10:41,72.705,23.7,129931819

198,0.02399,0.02382,7648.6433462,6926.02518026,0.023879,0.023912,2016-06-04,18:10:49,193.04,0.181,129931819

199,0.02399,0.02384,7642.72149665,6850.75922258,0.023885,0.023912,2016-06-04,18:10:57,163.06,0.181,129931819

200,0.02399,0.02384,7642.78188766,6850.75922258,0.02389,0.023912,2016-06-04,18:11:06,72.593,0.181,129931819

201,0.02399,0.02382,7948.98532654,6865.21505107,0.023873,0.023912,2016-06-04,18:11:14,30.386,0.181,129931819

202,0.02398,0.02382,7615.48058328,6802.77931517,0.023895,0.023911,2016-06-04,18:11:23,72.135,18.654,129931819

203,0.02398,0.02381,7657.93024283,6802.77931517,0.023878,0.023911,2016-06-04,18:11:31,72.679,18.654,129931819

204,0.02398,0.02381,7658.28565803,6804.3005903,0.023878,0.023911,2016-06-04,18:11:39,72.679,18.654,129931819

205,0.02398,0.02381,7658.28565803,6801.19172295,0.023878,0.023911,2016-06-04,18:11:47,72.679,18.654,129931819

206,0.02399,0.02381,8068.00371891,6783.06381755,0.023878,0.023911,2016-06-04,18:11:56,72.679,18.654,129931819

207,0.02399,0.02382,7638.87325972,6863.50875755,0.023884,0.023912,2016-06-04,18:12:04,72.586,0.181,129931819

208,0.02397,0.02382,7653.83575343,6748.41160534,0.023884,0.023912,2016-06-04,18:12:12,72.586,0.181,129931819

209,0.02397,0.02382,7653.83575343,6809.22283799,0.02389,0.023912,2016-06-04,18:12:20,72.646,0.181,129931819

210,0.02397,0.02382,8063.95606714,6809.22283799,0.02389,0.023912,2016-06-04,18:12:28,72.646,0.181,129931819

211,0.02397,0.02382,7658.65726441,6810.95614255,0.02389,0.023911,2016-06-04,18:12:37,72.646,17.717,129931819

212,0.02397,0.02382,7616.40752486,6810.05815047,0.023874,0.023911,2016-06-04,18:12:48,202.066,17.717,129931819

213,0.02397,0.02382,7616.40752486,6810.95615017,0.023878,0.023911,2016-06-04,18:12:57,72.217,17.717,129931819

214,0.02397,0.02382,7616.40752486,6810.95615017,0.023878,0.023911,2016-06-04,18:13:05,72.217,17.717,129931819

215,0.02397,0.02382,7652.54218441,6810.95615017,0.023878,0.023911,2016-06-04,18:13:14,72.217,17.717,129931819

216,0.02397,0.02382,7616.40752486,6810.95615017,0.023878,0.023911,2016-06-04,18:13:23,72.217,17.717,129931819

217,0.02397,0.02382,7616.30748486,6810.95615017,0.023878,0.023911,2016-06-04,18:13:31,72.217,17.717,129931819

218,0.02397,0.02382,7658.75714441,6808.75847939,0.023879,0.023912,2016-06-04,18:13:39,72.569,0.181,129931819

219,0.02399,0.02382,8028.19753269,6970.96901428,0.023868,0.023912,2016-06-04,18:13:47,72.555,0.181,129931819

220,0.02399,0.02382,7948.84430269,6970.96901428,0.023868,0.023912,2016-06-04,18:13:55,72.393,0.181,129931819

221,0.02399,0.02382,7583.22751943,6970.96901428,0.023874,0.023912,2016-06-04,18:14:03,72.362,0.181,129931819

222,0.02399,0.02382,7955.67693675,6973.72918513,0.023875,0.023912,2016-06-04,18:14:11,30.386,0.181,129931819

223,0.02399,0.02382,7658.29485304,6973.72918513,0.02388,0.023912,2016-06-04,18:14:19,72.354,0.181,129931819

224,0.02399,0.02382,7583.84519349,6973.72918513,0.02388,0.023912,2016-06-04,18:14:27,72.354,0.181,129931819

225,0.02399,0.02382,7651.97985304,7032.295101,0.02388,0.023912,2016-06-04,18:14:36,72.354,0.181,129931819

